"MTU (UTC)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"05/01/2017 19:00 - 05/01/2017 20:00","BZN|RO","8392.00","8330.00"
"05/01/2017 20:00 - 05/01/2017 21:00","BZN|RO","7842.00","7720.00"
"05/01/2017 21:00 - 05/01/2017 22:00","BZN|RO","7279.00","7200.00"
"05/01/2017 22:00 - 05/01/2017 23:00","BZN|RO","6886.00","6820.00"
"05/01/2017 23:00 - 06/01/2017 00:00","BZN|RO","6712.00","6620.00"
"06/01/2017 00:00 - 06/01/2017 01:00","BZN|RO","6600.00","6480.00"
"06/01/2017 01:00 - 06/01/2017 02:00","BZN|RO","6571.00","6470.00"
"06/01/2017 02:00 - 06/01/2017 03:00","BZN|RO","6600.00","6550.00"
"06/01/2017 03:00 - 06/01/2017 04:00","BZN|RO","6749.00","6800.00"
"06/01/2017 04:00 - 06/01/2017 05:00","BZN|RO","7102.00","7280.00"
"06/01/2017 05:00 - 06/01/2017 06:00","BZN|RO","7648.00","8050.00"
"06/01/2017 06:00 - 06/01/2017 07:00","BZN|RO","8063.00","8500.00"
"06/01/2017 07:00 - 06/01/2017 08:00","BZN|RO","8296.00","8620.00"
"06/01/2017 08:00 - 06/01/2017 09:00","BZN|RO","8338.00","8570.00"
"06/01/2017 09:00 - 06/01/2017 10:00","BZN|RO","8323.00","8450.00"
"06/01/2017 10:00 - 06/01/2017 11:00","BZN|RO","8323.00","8430.00"
"06/01/2017 11:00 - 06/01/2017 12:00","BZN|RO","8268.00","8450.00"
"06/01/2017 12:00 - 06/01/2017 13:00","BZN|RO","8100.00","8400.00"
"06/01/2017 13:00 - 06/01/2017 14:00","BZN|RO","7952.00","8350.00"
"06/01/2017 14:00 - 06/01/2017 15:00","BZN|RO","8130.00","8530.00"
"06/01/2017 15:00 - 06/01/2017 16:00","BZN|RO","8745.00","9100.00"
"06/01/2017 16:00 - 06/01/2017 17:00","BZN|RO","8848.00","9250.00"
"06/01/2017 17:00 - 06/01/2017 18:00","BZN|RO","8749.00","9100.00"
"06/01/2017 18:00 - 06/01/2017 19:00","BZN|RO","8535.00","8950.00"
"06/01/2017 19:00 - 06/01/2017 20:00","BZN|RO","8237.00","8500.00"
"06/01/2017 20:00 - 06/01/2017 21:00","BZN|RO","7679.00","7900.00"
"06/01/2017 21:00 - 06/01/2017 22:00","BZN|RO","7274.00","7350.00"
"06/01/2017 22:00 - 06/01/2017 23:00","BZN|RO","6943.00","7050.00"
"06/01/2017 23:00 - 07/01/2017 00:00","BZN|RO","6753.00","6820.00"
"07/01/2017 00:00 - 07/01/2017 01:00","BZN|RO","6585.00","6660.00"
"07/01/2017 01:00 - 07/01/2017 02:00","BZN|RO","6580.00","6580.00"
"07/01/2017 02:00 - 07/01/2017 03:00","BZN|RO","6608.00","6600.00"
"07/01/2017 03:00 - 07/01/2017 04:00","BZN|RO","6714.00","6700.00"
"07/01/2017 04:00 - 07/01/2017 05:00","BZN|RO","6865.00","6900.00"
"07/01/2017 05:00 - 07/01/2017 06:00","BZN|RO","7147.00","7150.00"
"07/01/2017 06:00 - 07/01/2017 07:00","BZN|RO","7425.00","7530.00"
"07/01/2017 07:00 - 07/01/2017 08:00","BZN|RO","7618.00","7800.00"
"07/01/2017 08:00 - 07/01/2017 09:00","BZN|RO","7748.00","7900.00"
"07/01/2017 09:00 - 07/01/2017 10:00","BZN|RO","7746.00","7900.00"
"07/01/2017 10:00 - 07/01/2017 11:00","BZN|RO","7721.00","7860.00"
"07/01/2017 11:00 - 07/01/2017 12:00","BZN|RO","7655.00","7770.00"
"07/01/2017 12:00 - 07/01/2017 13:00","BZN|RO","7496.00","7680.00"
"07/01/2017 13:00 - 07/01/2017 14:00","BZN|RO","7476.00","7650.00"
"07/01/2017 14:00 - 07/01/2017 15:00","BZN|RO","7758.00","7950.00"
"07/01/2017 15:00 - 07/01/2017 16:00","BZN|RO","8361.00","8650.00"
"07/01/2017 16:00 - 07/01/2017 17:00","BZN|RO","8499.00","8800.00"
"07/01/2017 17:00 - 07/01/2017 18:00","BZN|RO","8438.00","8750.00"
"07/01/2017 18:00 - 07/01/2017 19:00","BZN|RO","8283.00","8550.00"
"07/01/2017 19:00 - 07/01/2017 20:00","BZN|RO","7947.00","8250.00"
"07/01/2017 20:00 - 07/01/2017 21:00","BZN|RO","7512.00","7700.00"
"07/01/2017 21:00 - 07/01/2017 22:00","BZN|RO","7085.00","7200.00"
"07/01/2017 22:00 - 07/01/2017 23:00","BZN|RO","6802.00","6750.00"
"07/01/2017 23:00 - 08/01/2017 00:00","BZN|RO","6569.00","6550.00"
"08/01/2017 00:00 - 08/01/2017 01:00","BZN|RO","6449.00","6400.00"
"08/01/2017 01:00 - 08/01/2017 02:00","BZN|RO","6372.00","6350.00"
"08/01/2017 02:00 - 08/01/2017 03:00","BZN|RO","6382.00","6350.00"
"08/01/2017 03:00 - 08/01/2017 04:00","BZN|RO","6443.00","6420.00"
"08/01/2017 04:00 - 08/01/2017 05:00","BZN|RO","6554.00","6600.00"
"08/01/2017 05:00 - 08/01/2017 06:00","BZN|RO","6781.00","6770.00"
"08/01/2017 06:00 - 08/01/2017 07:00","BZN|RO","7084.00","7020.00"
"08/01/2017 07:00 - 08/01/2017 08:00","BZN|RO","7351.00","7200.00"
"08/01/2017 08:00 - 08/01/2017 09:00","BZN|RO","7477.00","7270.00"
"08/01/2017 09:00 - 08/01/2017 10:00","BZN|RO","7544.00","7270.00"
"08/01/2017 10:00 - 08/01/2017 11:00","BZN|RO","7525.00","7250.00"
"08/01/2017 11:00 - 08/01/2017 12:00","BZN|RO","7509.00","7200.00"
"08/01/2017 12:00 - 08/01/2017 13:00","BZN|RO","7421.00","7120.00"
"08/01/2017 13:00 - 08/01/2017 14:00","BZN|RO","7397.00","7150.00"
"08/01/2017 14:00 - 08/01/2017 15:00","BZN|RO","7661.00","7450.00"
"08/01/2017 15:00 - 08/01/2017 16:00","BZN|RO","8271.00","8200.00"
"08/01/2017 16:00 - 08/01/2017 17:00","BZN|RO","8487.00","8400.00"
"08/01/2017 17:00 - 08/01/2017 18:00","BZN|RO","8455.00","8370.00"
"08/01/2017 18:00 - 08/01/2017 19:00","BZN|RO","8277.00","8200.00"
"08/01/2017 19:00 - 08/01/2017 20:00","BZN|RO","7911.00","7900.00"
"08/01/2017 20:00 - 08/01/2017 21:00","BZN|RO","7443.00","7430.00"
"08/01/2017 21:00 - 08/01/2017 22:00","BZN|RO","7041.00","6950.00"
"08/01/2017 22:00 - 08/01/2017 23:00","BZN|RO","6739.00","6620.00"
"08/01/2017 23:00 - 09/01/2017 00:00","BZN|RO","6542.00","6450.00"
"09/01/2017 00:00 - 09/01/2017 01:00","BZN|RO","6499.00","6350.00"
"09/01/2017 01:00 - 09/01/2017 02:00","BZN|RO","6465.00","6350.00"
"09/01/2017 02:00 - 09/01/2017 03:00","BZN|RO","6542.00","6450.00"
"09/01/2017 03:00 - 09/01/2017 04:00","BZN|RO","6785.00","6750.00"
"09/01/2017 04:00 - 09/01/2017 05:00","BZN|RO","7383.00","7520.00"
"09/01/2017 05:00 - 09/01/2017 06:00","BZN|RO","8297.00","8570.00"
"09/01/2017 06:00 - 09/01/2017 07:00","BZN|RO","8893.00","9200.00"
"09/01/2017 07:00 - 09/01/2017 08:00","BZN|RO","9253.00","9500.00"
"09/01/2017 08:00 - 09/01/2017 09:00","BZN|RO","9282.00","9450.00"
"09/01/2017 09:00 - 09/01/2017 10:00","BZN|RO","9212.00","9400.00"
"09/01/2017 10:00 - 09/01/2017 11:00","BZN|RO","9130.00","9350.00"
"09/01/2017 11:00 - 09/01/2017 12:00","BZN|RO","8991.00","9370.00"
"09/01/2017 12:00 - 09/01/2017 13:00","BZN|RO","8858.00","9270.00"
"09/01/2017 13:00 - 09/01/2017 14:00","BZN|RO","8791.00","9170.00"
"09/01/2017 14:00 - 09/01/2017 15:00","BZN|RO","8956.00","9250.00"
"09/01/2017 15:00 - 09/01/2017 16:00","BZN|RO","9544.00","9700.00"
"09/01/2017 16:00 - 09/01/2017 17:00","BZN|RO","9614.00","9750.00"
"09/01/2017 17:00 - 09/01/2017 18:00","BZN|RO","9535.00","9650.00"
"09/01/2017 18:00 - 09/01/2017 19:00","BZN|RO","9354.00","9420.00"
"09/01/2017 19:00 - 09/01/2017 20:00","BZN|RO","8896.00","8950.00"
"09/01/2017 20:00 - 09/01/2017 21:00","BZN|RO","8294.00","8300.00"
"09/01/2017 21:00 - 09/01/2017 22:00","BZN|RO","7731.00","7670.00"
"09/01/2017 22:00 - 09/01/2017 23:00","BZN|RO","7433.00","7270.00"
"09/01/2017 23:00 - 10/01/2017 00:00","BZN|RO","7236.00","7100.00"
"10/01/2017 00:00 - 10/01/2017 01:00","BZN|RO","7118.00","7000.00"
"10/01/2017 01:00 - 10/01/2017 02:00","BZN|RO","7123.00","6980.00"
"10/01/2017 02:00 - 10/01/2017 03:00","BZN|RO","7206.00","7050.00"
"10/01/2017 03:00 - 10/01/2017 04:00","BZN|RO","7369.00","7300.00"
"10/01/2017 04:00 - 10/01/2017 05:00","BZN|RO","7862.00","7800.00"
"10/01/2017 05:00 - 10/01/2017 06:00","BZN|RO","8716.00","8650.00"
"10/01/2017 06:00 - 10/01/2017 07:00","BZN|RO","9238.00","9180.00"
"10/01/2017 07:00 - 10/01/2017 08:00","BZN|RO","9541.00","9450.00"
"10/01/2017 08:00 - 10/01/2017 09:00","BZN|RO","9454.00","9450.00"
"10/01/2017 09:00 - 10/01/2017 10:00","BZN|RO","9287.00","9330.00"
"10/01/2017 10:00 - 10/01/2017 11:00","BZN|RO","9183.00","9230.00"
"10/01/2017 11:00 - 10/01/2017 12:00","BZN|RO","9221.00","9120.00"
"10/01/2017 12:00 - 10/01/2017 13:00","BZN|RO","9110.00","9030.00"
"10/01/2017 13:00 - 10/01/2017 14:00","BZN|RO","8979.00","8900.00"
"10/01/2017 14:00 - 10/01/2017 15:00","BZN|RO","9105.00","9000.00"
"10/01/2017 15:00 - 10/01/2017 16:00","BZN|RO","9651.00","9550.00"
"10/01/2017 16:00 - 10/01/2017 17:00","BZN|RO","9728.00","9700.00"
"10/01/2017 17:00 - 10/01/2017 18:00","BZN|RO","9595.00","9570.00"
"10/01/2017 18:00 - 10/01/2017 19:00","BZN|RO","9397.00","9400.00"
"10/01/2017 19:00 - 10/01/2017 20:00","BZN|RO","8922.00","8950.00"
"10/01/2017 20:00 - 10/01/2017 21:00","BZN|RO","8309.00","8300.00"
"10/01/2017 21:00 - 10/01/2017 22:00","BZN|RO","7753.00","7720.00"
"10/01/2017 22:00 - 10/01/2017 23:00","BZN|RO","7381.00","7280.00"
"10/01/2017 23:00 - 11/01/2017 00:00","BZN|RO","7156.00","7060.00"
"11/01/2017 00:00 - 11/01/2017 01:00","BZN|RO","7043.00","6950.00"
"11/01/2017 01:00 - 11/01/2017 02:00","BZN|RO","6979.00","6960.00"
"11/01/2017 02:00 - 11/01/2017 03:00","BZN|RO","7101.00","7030.00"
"11/01/2017 03:00 - 11/01/2017 04:00","BZN|RO","7321.00","7200.00"
"11/01/2017 04:00 - 11/01/2017 05:00","BZN|RO","7838.00","7700.00"
"11/01/2017 05:00 - 11/01/2017 06:00","BZN|RO","8571.00","8530.00"
"11/01/2017 06:00 - 11/01/2017 07:00","BZN|RO","8981.00","9070.00"
"11/01/2017 07:00 - 11/01/2017 08:00","BZN|RO","9277.00","9350.00"
"11/01/2017 08:00 - 11/01/2017 09:00","BZN|RO","9298.00","9270.00"
"11/01/2017 09:00 - 11/01/2017 10:00","BZN|RO","9176.00","9120.00"
"11/01/2017 10:00 - 11/01/2017 11:00","BZN|RO","9094.00","9020.00"
"11/01/2017 11:00 - 11/01/2017 12:00","BZN|RO","9064.00","9050.00"
"11/01/2017 12:00 - 11/01/2017 13:00","BZN|RO","8951.00","8930.00"
"11/01/2017 13:00 - 11/01/2017 14:00","BZN|RO","8814.00","8800.00"
"11/01/2017 14:00 - 11/01/2017 15:00","BZN|RO","8892.00","8880.00"
"11/01/2017 15:00 - 11/01/2017 16:00","BZN|RO","9432.00","9420.00"
"11/01/2017 16:00 - 11/01/2017 17:00","BZN|RO","9562.00","9530.00"
"11/01/2017 17:00 - 11/01/2017 18:00","BZN|RO","9465.00","9420.00"
"11/01/2017 18:00 - 11/01/2017 19:00","BZN|RO","9291.00","9230.00"
"11/01/2017 19:00 - 11/01/2017 20:00","BZN|RO","8878.00","8780.00"
"11/01/2017 20:00 - 11/01/2017 21:00","BZN|RO","8269.00","8150.00"
"11/01/2017 21:00 - 11/01/2017 22:00","BZN|RO","7691.00","7600.00"
"11/01/2017 22:00 - 11/01/2017 23:00","BZN|RO","7351.00","7350.00"
"11/01/2017 23:00 - 12/01/2017 00:00","BZN|RO","7170.00","7150.00"
"12/01/2017 00:00 - 12/01/2017 01:00","BZN|RO","7103.00","7030.00"
"12/01/2017 01:00 - 12/01/2017 02:00","BZN|RO","7018.00","7020.00"
"12/01/2017 02:00 - 12/01/2017 03:00","BZN|RO","7081.00","7100.00"
"12/01/2017 03:00 - 12/01/2017 04:00","BZN|RO","7259.00","7300.00"
"12/01/2017 04:00 - 12/01/2017 05:00","BZN|RO","7790.00","7850.00"
"12/01/2017 05:00 - 12/01/2017 06:00","BZN|RO","8711.00","8650.00"
"12/01/2017 06:00 - 12/01/2017 07:00","BZN|RO","9183.00","9100.00"
"12/01/2017 07:00 - 12/01/2017 08:00","BZN|RO","9423.00","9360.00"
"12/01/2017 08:00 - 12/01/2017 09:00","BZN|RO","9454.00","9320.00"
"12/01/2017 09:00 - 12/01/2017 10:00","BZN|RO","9257.00","9200.00"
"12/01/2017 10:00 - 12/01/2017 11:00","BZN|RO","9202.00","9080.00"
"12/01/2017 11:00 - 12/01/2017 12:00","BZN|RO","9163.00","9030.00"
"12/01/2017 12:00 - 12/01/2017 13:00","BZN|RO","8885.00","8900.00"
"12/01/2017 13:00 - 12/01/2017 14:00","BZN|RO","8832.00","8800.00"
"12/01/2017 14:00 - 12/01/2017 15:00","BZN|RO","8951.00","8920.00"
"12/01/2017 15:00 - 12/01/2017 16:00","BZN|RO","9468.00","9430.00"
"12/01/2017 16:00 - 12/01/2017 17:00","BZN|RO","9625.00","9530.00"
"12/01/2017 17:00 - 12/01/2017 18:00","BZN|RO","9534.00","9430.00"
"12/01/2017 18:00 - 12/01/2017 19:00","BZN|RO","9286.00","9230.00"
"12/01/2017 19:00 - 12/01/2017 20:00","BZN|RO","8813.00","8750.00"
"12/01/2017 20:00 - 12/01/2017 21:00","BZN|RO","8139.00","8130.00"
"12/01/2017 21:00 - 12/01/2017 22:00","BZN|RO","7609.00","7550.00"
"12/01/2017 22:00 - 12/01/2017 23:00","BZN|RO","7268.00","7300.00"
"12/01/2017 23:00 - 13/01/2017 00:00","BZN|RO","7048.00","7080.00"
"13/01/2017 00:00 - 13/01/2017 01:00","BZN|RO","6947.00","6940.00"
"13/01/2017 01:00 - 13/01/2017 02:00","BZN|RO","6936.00","6870.00"
"13/01/2017 02:00 - 13/01/2017 03:00","BZN|RO","7038.00","6950.00"
"13/01/2017 03:00 - 13/01/2017 04:00","BZN|RO","7245.00","7180.00"
"13/01/2017 04:00 - 13/01/2017 05:00","BZN|RO","7735.00","7720.00"
"13/01/2017 05:00 - 13/01/2017 06:00","BZN|RO","8559.00","8550.00"
"13/01/2017 06:00 - 13/01/2017 07:00","BZN|RO","9008.00","8980.00"
"13/01/2017 07:00 - 13/01/2017 08:00","BZN|RO","9287.00","9230.00"
"13/01/2017 08:00 - 13/01/2017 09:00","BZN|RO","9219.00","9220.00"
"13/01/2017 09:00 - 13/01/2017 10:00","BZN|RO","9219.00","9030.00"
"13/01/2017 10:00 - 13/01/2017 11:00","BZN|RO","9028.00","8960.00"
"13/01/2017 11:00 - 13/01/2017 12:00","BZN|RO","8856.00","8900.00"
"13/01/2017 12:00 - 13/01/2017 13:00","BZN|RO","8683.00","8730.00"
"13/01/2017 13:00 - 13/01/2017 14:00","BZN|RO","8626.00","8630.00"
"13/01/2017 14:00 - 13/01/2017 15:00","BZN|RO","8807.00","8760.00"
"13/01/2017 15:00 - 13/01/2017 16:00","BZN|RO","9246.00","9270.00"
"13/01/2017 16:00 - 13/01/2017 17:00","BZN|RO","9343.00","9400.00"
"13/01/2017 17:00 - 13/01/2017 18:00","BZN|RO","9237.00","9300.00"
"13/01/2017 18:00 - 13/01/2017 19:00","BZN|RO","8979.00","9130.00"
"13/01/2017 19:00 - 13/01/2017 20:00","BZN|RO","8557.00","8700.00"
"13/01/2017 20:00 - 13/01/2017 21:00","BZN|RO","7990.00","8070.00"
"13/01/2017 21:00 - 13/01/2017 22:00","BZN|RO","7406.00","7500.00"
"13/01/2017 22:00 - 13/01/2017 23:00","BZN|RO","7131.00","7100.00"
"13/01/2017 23:00 - 14/01/2017 00:00","BZN|RO","6938.00","6850.00"
"14/01/2017 00:00 - 14/01/2017 01:00","BZN|RO","6828.00","6700.00"
"14/01/2017 01:00 - 14/01/2017 02:00","BZN|RO","6767.00","6670.00"
"14/01/2017 02:00 - 14/01/2017 03:00","BZN|RO","6797.00","6680.00"
"14/01/2017 03:00 - 14/01/2017 04:00","BZN|RO","6889.00","6800.00"
"14/01/2017 04:00 - 14/01/2017 05:00","BZN|RO","7090.00","7050.00"
"14/01/2017 05:00 - 14/01/2017 06:00","BZN|RO","7448.00","7400.00"
"14/01/2017 06:00 - 14/01/2017 07:00","BZN|RO","7846.00","7800.00"
"14/01/2017 07:00 - 14/01/2017 08:00","BZN|RO","8116.00","8100.00"
"14/01/2017 08:00 - 14/01/2017 09:00","BZN|RO","8243.00","8170.00"
"14/01/2017 09:00 - 14/01/2017 10:00","BZN|RO","8225.00","8120.00"
"14/01/2017 10:00 - 14/01/2017 11:00","BZN|RO","8131.00","8020.00"
