"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (RON/MWh)","Intraday Period (CET/CEST)","Intraday Price (RON/MWh)"
"02/01/2016 22:00:00 - 02/01/2016 23:00:00","BZN|RO","Without Sequence","140.00","",""
"02/01/2016 23:00:00 - 03/01/2016 00:00:00","BZN|RO","Without Sequence","81.00","",""
"03/01/2016 00:00:00 - 03/01/2016 01:00:00","BZN|RO","Without Sequence","119.00","",""
"03/01/2016 01:00:00 - 03/01/2016 02:00:00","BZN|RO","Without Sequence","135.86","",""
"03/01/2016 02:00:00 - 03/01/2016 03:00:00","BZN|RO","Without Sequence","112.00","",""
"03/01/2016 03:00:00 - 03/01/2016 04:00:00","BZN|RO","Without Sequence","80.00","",""
"03/01/2016 04:00:00 - 03/01/2016 05:00:00","BZN|RO","Without Sequence","81.00","",""
"03/01/2016 05:00:00 - 03/01/2016 06:00:00","BZN|RO","Without Sequence","119.00","",""
"03/01/2016 06:00:00 - 03/01/2016 07:00:00","BZN|RO","Without Sequence","131.00","",""
"03/01/2016 07:00:00 - 03/01/2016 08:00:00","BZN|RO","Without Sequence","149.00","",""
"03/01/2016 08:00:00 - 03/01/2016 09:00:00","BZN|RO","Without Sequence","149.00","",""
"03/01/2016 09:00:00 - 03/01/2016 10:00:00","BZN|RO","Without Sequence","185.34","",""
"03/01/2016 10:00:00 - 03/01/2016 11:00:00","BZN|RO","Without Sequence","196.41","",""
"03/01/2016 11:00:00 - 03/01/2016 12:00:00","BZN|RO","Without Sequence","200.00","",""
"03/01/2016 12:00:00 - 03/01/2016 13:00:00","BZN|RO","Without Sequence","200.00","",""
"03/01/2016 13:00:00 - 03/01/2016 14:00:00","BZN|RO","Without Sequence","194.16","",""
"03/01/2016 14:00:00 - 03/01/2016 15:00:00","BZN|RO","Without Sequence","189.00","",""
"03/01/2016 15:00:00 - 03/01/2016 16:00:00","BZN|RO","Without Sequence","212.00","",""
"03/01/2016 16:00:00 - 03/01/2016 17:00:00","BZN|RO","Without Sequence","242.44","",""
"03/01/2016 17:00:00 - 03/01/2016 18:00:00","BZN|RO","Without Sequence","254.00","",""
"03/01/2016 18:00:00 - 03/01/2016 19:00:00","BZN|RO","Without Sequence","240.00","",""
"03/01/2016 19:00:00 - 03/01/2016 20:00:00","BZN|RO","Without Sequence","221.17","",""
"03/01/2016 20:00:00 - 03/01/2016 21:00:00","BZN|RO","Without Sequence","188.72","",""
"03/01/2016 21:00:00 - 03/01/2016 22:00:00","BZN|RO","Without Sequence","141.00","",""
"03/01/2016 22:00:00 - 03/01/2016 23:00:00","BZN|RO","Without Sequence","80.00","",""
"03/01/2016 23:00:00 - 04/01/2016 00:00:00","BZN|RO","Without Sequence","31.00","",""
"04/01/2016 00:00:00 - 04/01/2016 01:00:00","BZN|RO","Without Sequence","50.00","",""
"04/01/2016 01:00:00 - 04/01/2016 02:00:00","BZN|RO","Without Sequence","69.81","",""
"04/01/2016 02:00:00 - 04/01/2016 03:00:00","BZN|RO","Without Sequence","65.61","",""
"04/01/2016 03:00:00 - 04/01/2016 04:00:00","BZN|RO","Without Sequence","56.90","",""
"04/01/2016 04:00:00 - 04/01/2016 05:00:00","BZN|RO","Without Sequence","65.61","",""
"04/01/2016 05:00:00 - 04/01/2016 06:00:00","BZN|RO","Without Sequence","145.08","",""
"04/01/2016 06:00:00 - 04/01/2016 07:00:00","BZN|RO","Without Sequence","211.19","",""
"04/01/2016 07:00:00 - 04/01/2016 08:00:00","BZN|RO","Without Sequence","250.43","",""
"04/01/2016 08:00:00 - 04/01/2016 09:00:00","BZN|RO","Without Sequence","258.00","",""
"04/01/2016 09:00:00 - 04/01/2016 10:00:00","BZN|RO","Without Sequence","268.60","",""
"04/01/2016 10:00:00 - 04/01/2016 11:00:00","BZN|RO","Without Sequence","262.41","",""
"04/01/2016 11:00:00 - 04/01/2016 12:00:00","BZN|RO","Without Sequence","259.80","",""
"04/01/2016 12:00:00 - 04/01/2016 13:00:00","BZN|RO","Without Sequence","263.46","",""
"04/01/2016 13:00:00 - 04/01/2016 14:00:00","BZN|RO","Without Sequence","258.00","",""
"04/01/2016 14:00:00 - 04/01/2016 15:00:00","BZN|RO","Without Sequence","259.81","",""
"04/01/2016 15:00:00 - 04/01/2016 16:00:00","BZN|RO","Without Sequence","262.68","",""
"04/01/2016 16:00:00 - 04/01/2016 17:00:00","BZN|RO","Without Sequence","269.11","",""
"04/01/2016 17:00:00 - 04/01/2016 18:00:00","BZN|RO","Without Sequence","274.05","",""
"04/01/2016 18:00:00 - 04/01/2016 19:00:00","BZN|RO","Without Sequence","270.00","",""
"04/01/2016 19:00:00 - 04/01/2016 20:00:00","BZN|RO","Without Sequence","251.98","",""
"04/01/2016 20:00:00 - 04/01/2016 21:00:00","BZN|RO","Without Sequence","231.18","",""
"04/01/2016 21:00:00 - 04/01/2016 22:00:00","BZN|RO","Without Sequence","231.05","",""
"04/01/2016 22:00:00 - 04/01/2016 23:00:00","BZN|RO","Without Sequence","205.00","",""
"04/01/2016 23:00:00 - 05/01/2016 00:00:00","BZN|RO","Without Sequence","180.00","",""
"05/01/2016 00:00:00 - 05/01/2016 01:00:00","BZN|RO","Without Sequence","149.00","",""
"05/01/2016 01:00:00 - 05/01/2016 02:00:00","BZN|RO","Without Sequence","119.00","",""
"05/01/2016 02:00:00 - 05/01/2016 03:00:00","BZN|RO","Without Sequence","114.83","",""
"05/01/2016 03:00:00 - 05/01/2016 04:00:00","BZN|RO","Without Sequence","119.00","",""
"05/01/2016 04:00:00 - 05/01/2016 05:00:00","BZN|RO","Without Sequence","131.08","",""
"05/01/2016 05:00:00 - 05/01/2016 06:00:00","BZN|RO","Without Sequence","159.68","",""
"05/01/2016 06:00:00 - 05/01/2016 07:00:00","BZN|RO","Without Sequence","216.97","",""
"05/01/2016 07:00:00 - 05/01/2016 08:00:00","BZN|RO","Without Sequence","271.00","",""
"05/01/2016 08:00:00 - 05/01/2016 09:00:00","BZN|RO","Without Sequence","280.00","",""
"05/01/2016 09:00:00 - 05/01/2016 10:00:00","BZN|RO","Without Sequence","271.00","",""
"05/01/2016 10:00:00 - 05/01/2016 11:00:00","BZN|RO","Without Sequence","268.00","",""
"05/01/2016 11:00:00 - 05/01/2016 12:00:00","BZN|RO","Without Sequence","254.00","",""
"05/01/2016 12:00:00 - 05/01/2016 13:00:00","BZN|RO","Without Sequence","248.00","",""
"05/01/2016 13:00:00 - 05/01/2016 14:00:00","BZN|RO","Without Sequence","240.00","",""
"05/01/2016 14:00:00 - 05/01/2016 15:00:00","BZN|RO","Without Sequence","244.62","",""
"05/01/2016 15:00:00 - 05/01/2016 16:00:00","BZN|RO","Without Sequence","265.86","",""
"05/01/2016 16:00:00 - 05/01/2016 17:00:00","BZN|RO","Without Sequence","280.00","",""
"05/01/2016 17:00:00 - 05/01/2016 18:00:00","BZN|RO","Without Sequence","278.99","",""
"05/01/2016 18:00:00 - 05/01/2016 19:00:00","BZN|RO","Without Sequence","271.00","",""
"05/01/2016 19:00:00 - 05/01/2016 20:00:00","BZN|RO","Without Sequence","270.36","",""
"05/01/2016 20:00:00 - 05/01/2016 21:00:00","BZN|RO","Without Sequence","263.51","",""
"05/01/2016 21:00:00 - 05/01/2016 22:00:00","BZN|RO","Without Sequence","248.00","",""
"05/01/2016 22:00:00 - 05/01/2016 23:00:00","BZN|RO","Without Sequence","240.00","",""
"05/01/2016 23:00:00 - 06/01/2016 00:00:00","BZN|RO","Without Sequence","210.44","",""
"06/01/2016 00:00:00 - 06/01/2016 01:00:00","BZN|RO","Without Sequence","189.00","",""
"06/01/2016 01:00:00 - 06/01/2016 02:00:00","BZN|RO","Without Sequence","155.58","",""
"06/01/2016 02:00:00 - 06/01/2016 03:00:00","BZN|RO","Without Sequence","149.00","",""
"06/01/2016 03:00:00 - 06/01/2016 04:00:00","BZN|RO","Without Sequence","135.49","",""
"06/01/2016 04:00:00 - 06/01/2016 05:00:00","BZN|RO","Without Sequence","139.79","",""
"06/01/2016 05:00:00 - 06/01/2016 06:00:00","BZN|RO","Without Sequence","151.00","",""
"06/01/2016 06:00:00 - 06/01/2016 07:00:00","BZN|RO","Without Sequence","193.00","",""
"06/01/2016 07:00:00 - 06/01/2016 08:00:00","BZN|RO","Without Sequence","226.62","",""
"06/01/2016 08:00:00 - 06/01/2016 09:00:00","BZN|RO","Without Sequence","228.41","",""
"06/01/2016 09:00:00 - 06/01/2016 10:00:00","BZN|RO","Without Sequence","223.52","",""
"06/01/2016 10:00:00 - 06/01/2016 11:00:00","BZN|RO","Without Sequence","228.36","",""
"06/01/2016 11:00:00 - 06/01/2016 12:00:00","BZN|RO","Without Sequence","226.70","",""
"06/01/2016 12:00:00 - 06/01/2016 13:00:00","BZN|RO","Without Sequence","226.05","",""
"06/01/2016 13:00:00 - 06/01/2016 14:00:00","BZN|RO","Without Sequence","215.59","",""
"06/01/2016 14:00:00 - 06/01/2016 15:00:00","BZN|RO","Without Sequence","212.00","",""
"06/01/2016 15:00:00 - 06/01/2016 16:00:00","BZN|RO","Without Sequence","212.00","",""
"06/01/2016 16:00:00 - 06/01/2016 17:00:00","BZN|RO","Without Sequence","229.95","",""
"06/01/2016 17:00:00 - 06/01/2016 18:00:00","BZN|RO","Without Sequence","240.00","",""
"06/01/2016 18:00:00 - 06/01/2016 19:00:00","BZN|RO","Without Sequence","234.90","",""
"06/01/2016 19:00:00 - 06/01/2016 20:00:00","BZN|RO","Without Sequence","212.00","",""
"06/01/2016 20:00:00 - 06/01/2016 21:00:00","BZN|RO","Without Sequence","199.00","",""
"06/01/2016 21:00:00 - 06/01/2016 22:00:00","BZN|RO","Without Sequence","151.00","",""
"06/01/2016 22:00:00 - 06/01/2016 23:00:00","BZN|RO","Without Sequence","140.00","",""
"06/01/2016 23:00:00 - 07/01/2016 00:00:00","BZN|RO","Without Sequence","149.00","",""
"07/01/2016 00:00:00 - 07/01/2016 01:00:00","BZN|RO","Without Sequence","101.80","",""
"07/01/2016 01:00:00 - 07/01/2016 02:00:00","BZN|RO","Without Sequence","90.00","",""
"07/01/2016 02:00:00 - 07/01/2016 03:00:00","BZN|RO","Without Sequence","90.00","",""
"07/01/2016 03:00:00 - 07/01/2016 04:00:00","BZN|RO","Without Sequence","101.72","",""
"07/01/2016 04:00:00 - 07/01/2016 05:00:00","BZN|RO","Without Sequence","110.25","",""
"07/01/2016 05:00:00 - 07/01/2016 06:00:00","BZN|RO","Without Sequence","141.00","",""
"07/01/2016 06:00:00 - 07/01/2016 07:00:00","BZN|RO","Without Sequence","201.50","",""
"07/01/2016 07:00:00 - 07/01/2016 08:00:00","BZN|RO","Without Sequence","250.25","",""
"07/01/2016 08:00:00 - 07/01/2016 09:00:00","BZN|RO","Without Sequence","268.00","",""
"07/01/2016 09:00:00 - 07/01/2016 10:00:00","BZN|RO","Without Sequence","267.30","",""
"07/01/2016 10:00:00 - 07/01/2016 11:00:00","BZN|RO","Without Sequence","257.82","",""
"07/01/2016 11:00:00 - 07/01/2016 12:00:00","BZN|RO","Without Sequence","242.00","",""
"07/01/2016 12:00:00 - 07/01/2016 13:00:00","BZN|RO","Without Sequence","223.00","",""
"07/01/2016 13:00:00 - 07/01/2016 14:00:00","BZN|RO","Without Sequence","208.67","",""
"07/01/2016 14:00:00 - 07/01/2016 15:00:00","BZN|RO","Without Sequence","189.00","",""
"07/01/2016 15:00:00 - 07/01/2016 16:00:00","BZN|RO","Without Sequence","198.91","",""
"07/01/2016 16:00:00 - 07/01/2016 17:00:00","BZN|RO","Without Sequence","242.00","",""
"07/01/2016 17:00:00 - 07/01/2016 18:00:00","BZN|RO","Without Sequence","242.00","",""
"07/01/2016 18:00:00 - 07/01/2016 19:00:00","BZN|RO","Without Sequence","229.00","",""
"07/01/2016 19:00:00 - 07/01/2016 20:00:00","BZN|RO","Without Sequence","199.00","",""
"07/01/2016 20:00:00 - 07/01/2016 21:00:00","BZN|RO","Without Sequence","151.00","",""
"07/01/2016 21:00:00 - 07/01/2016 22:00:00","BZN|RO","Without Sequence","131.00","",""
"07/01/2016 22:00:00 - 07/01/2016 23:00:00","BZN|RO","Without Sequence","102.00","",""
"07/01/2016 23:00:00 - 08/01/2016 00:00:00","BZN|RO","Without Sequence","51.00","",""
"08/01/2016 00:00:00 - 08/01/2016 01:00:00","BZN|RO","Without Sequence","32.00","",""
"08/01/2016 01:00:00 - 08/01/2016 02:00:00","BZN|RO","Without Sequence","85.96","",""
"08/01/2016 02:00:00 - 08/01/2016 03:00:00","BZN|RO","Without Sequence","81.39","",""
"08/01/2016 03:00:00 - 08/01/2016 04:00:00","BZN|RO","Without Sequence","75.00","",""
"08/01/2016 04:00:00 - 08/01/2016 05:00:00","BZN|RO","Without Sequence","90.79","",""
"08/01/2016 05:00:00 - 08/01/2016 06:00:00","BZN|RO","Without Sequence","149.00","",""
"08/01/2016 06:00:00 - 08/01/2016 07:00:00","BZN|RO","Without Sequence","203.82","",""
"08/01/2016 07:00:00 - 08/01/2016 08:00:00","BZN|RO","Without Sequence","251.38","",""
"08/01/2016 08:00:00 - 08/01/2016 09:00:00","BZN|RO","Without Sequence","268.00","",""
"08/01/2016 09:00:00 - 08/01/2016 10:00:00","BZN|RO","Without Sequence","248.00","",""
"08/01/2016 10:00:00 - 08/01/2016 11:00:00","BZN|RO","Without Sequence","231.00","",""
"08/01/2016 11:00:00 - 08/01/2016 12:00:00","BZN|RO","Without Sequence","233.16","",""
"08/01/2016 12:00:00 - 08/01/2016 13:00:00","BZN|RO","Without Sequence","238.00","",""
"08/01/2016 13:00:00 - 08/01/2016 14:00:00","BZN|RO","Without Sequence","242.00","",""
"08/01/2016 14:00:00 - 08/01/2016 15:00:00","BZN|RO","Without Sequence","242.00","",""
"08/01/2016 15:00:00 - 08/01/2016 16:00:00","BZN|RO","Without Sequence","254.00","",""
"08/01/2016 16:00:00 - 08/01/2016 17:00:00","BZN|RO","Without Sequence","269.11","",""
"08/01/2016 17:00:00 - 08/01/2016 18:00:00","BZN|RO","Without Sequence","262.63","",""
"08/01/2016 18:00:00 - 08/01/2016 19:00:00","BZN|RO","Without Sequence","253.31","",""
"08/01/2016 19:00:00 - 08/01/2016 20:00:00","BZN|RO","Without Sequence","230.77","",""
"08/01/2016 20:00:00 - 08/01/2016 21:00:00","BZN|RO","Without Sequence","189.00","",""
"08/01/2016 21:00:00 - 08/01/2016 22:00:00","BZN|RO","Without Sequence","189.00","",""
"08/01/2016 22:00:00 - 08/01/2016 23:00:00","BZN|RO","Without Sequence","151.00","",""
"08/01/2016 23:00:00 - 09/01/2016 00:00:00","BZN|RO","Without Sequence","151.00","",""
"09/01/2016 00:00:00 - 09/01/2016 01:00:00","BZN|RO","Without Sequence","147.33","",""
"09/01/2016 01:00:00 - 09/01/2016 02:00:00","BZN|RO","Without Sequence","115.99","",""
"09/01/2016 02:00:00 - 09/01/2016 03:00:00","BZN|RO","Without Sequence","112.24","",""
"09/01/2016 03:00:00 - 09/01/2016 04:00:00","BZN|RO","Without Sequence","108.66","",""
"09/01/2016 04:00:00 - 09/01/2016 05:00:00","BZN|RO","Without Sequence","109.59","",""
"09/01/2016 05:00:00 - 09/01/2016 06:00:00","BZN|RO","Without Sequence","119.00","",""
"09/01/2016 06:00:00 - 09/01/2016 07:00:00","BZN|RO","Without Sequence","131.00","",""
"09/01/2016 07:00:00 - 09/01/2016 08:00:00","BZN|RO","Without Sequence","190.00","",""
"09/01/2016 08:00:00 - 09/01/2016 09:00:00","BZN|RO","Without Sequence","217.00","",""
"09/01/2016 09:00:00 - 09/01/2016 10:00:00","BZN|RO","Without Sequence","242.00","",""
"09/01/2016 10:00:00 - 09/01/2016 11:00:00","BZN|RO","Without Sequence","242.00","",""
"09/01/2016 11:00:00 - 09/01/2016 12:00:00","BZN|RO","Without Sequence","238.00","",""
"09/01/2016 12:00:00 - 09/01/2016 13:00:00","BZN|RO","Without Sequence","235.44","",""
"09/01/2016 13:00:00 - 09/01/2016 14:00:00","BZN|RO","Without Sequence","219.00","",""
"09/01/2016 14:00:00 - 09/01/2016 15:00:00","BZN|RO","Without Sequence","209.00","",""
"09/01/2016 15:00:00 - 09/01/2016 16:00:00","BZN|RO","Without Sequence","215.66","",""
"09/01/2016 16:00:00 - 09/01/2016 17:00:00","BZN|RO","Without Sequence","248.00","",""
"09/01/2016 17:00:00 - 09/01/2016 18:00:00","BZN|RO","Without Sequence","259.55","",""
"09/01/2016 18:00:00 - 09/01/2016 19:00:00","BZN|RO","Without Sequence","242.00","",""
"09/01/2016 19:00:00 - 09/01/2016 20:00:00","BZN|RO","Without Sequence","243.29","",""
"09/01/2016 20:00:00 - 09/01/2016 21:00:00","BZN|RO","Without Sequence","196.28","",""
"09/01/2016 21:00:00 - 09/01/2016 22:00:00","BZN|RO","Without Sequence","212.00","",""
"09/01/2016 22:00:00 - 09/01/2016 23:00:00","BZN|RO","Without Sequence","169.99","",""
"09/01/2016 23:00:00 - 10/01/2016 00:00:00","BZN|RO","Without Sequence","149.00","",""
"10/01/2016 00:00:00 - 10/01/2016 01:00:00","BZN|RO","Without Sequence","149.00","",""
"10/01/2016 01:00:00 - 10/01/2016 02:00:00","BZN|RO","Without Sequence","151.00","",""
"10/01/2016 02:00:00 - 10/01/2016 03:00:00","BZN|RO","Without Sequence","119.00","",""
"10/01/2016 03:00:00 - 10/01/2016 04:00:00","BZN|RO","Without Sequence","119.00","",""
"10/01/2016 04:00:00 - 10/01/2016 05:00:00","BZN|RO","Without Sequence","121.00","",""
"10/01/2016 05:00:00 - 10/01/2016 06:00:00","BZN|RO","Without Sequence","149.00","",""
"10/01/2016 06:00:00 - 10/01/2016 07:00:00","BZN|RO","Without Sequence","149.00","",""
"10/01/2016 07:00:00 - 10/01/2016 08:00:00","BZN|RO","Without Sequence","141.00","",""
"10/01/2016 08:00:00 - 10/01/2016 09:00:00","BZN|RO","Without Sequence","163.29","",""
"10/01/2016 09:00:00 - 10/01/2016 10:00:00","BZN|RO","Without Sequence","199.00","",""
"10/01/2016 10:00:00 - 10/01/2016 11:00:00","BZN|RO","Without Sequence","231.29","",""
"10/01/2016 11:00:00 - 10/01/2016 12:00:00","BZN|RO","Without Sequence","235.03","",""
"10/01/2016 12:00:00 - 10/01/2016 13:00:00","BZN|RO","Without Sequence","223.24","",""
"10/01/2016 13:00:00 - 10/01/2016 14:00:00","BZN|RO","Without Sequence","206.16","",""
"10/01/2016 14:00:00 - 10/01/2016 15:00:00","BZN|RO","Without Sequence","183.20","",""
"10/01/2016 15:00:00 - 10/01/2016 16:00:00","BZN|RO","Without Sequence","189.00","",""
"10/01/2016 16:00:00 - 10/01/2016 17:00:00","BZN|RO","Without Sequence","230.95","",""
"10/01/2016 17:00:00 - 10/01/2016 18:00:00","BZN|RO","Without Sequence","258.41","",""
"10/01/2016 18:00:00 - 10/01/2016 19:00:00","BZN|RO","Without Sequence","248.82","",""
"10/01/2016 19:00:00 - 10/01/2016 20:00:00","BZN|RO","Without Sequence","242.00","",""
"10/01/2016 20:00:00 - 10/01/2016 21:00:00","BZN|RO","Without Sequence","220.00","",""
"10/01/2016 21:00:00 - 10/01/2016 22:00:00","BZN|RO","Without Sequence","149.00","",""
"10/01/2016 22:00:00 - 10/01/2016 23:00:00","BZN|RO","Without Sequence","57.50","",""
"10/01/2016 23:00:00 - 11/01/2016 00:00:00","BZN|RO","Without Sequence","10.00","",""
"11/01/2016 00:00:00 - 11/01/2016 01:00:00","BZN|RO","Without Sequence","50.00","",""
"11/01/2016 01:00:00 - 11/01/2016 02:00:00","BZN|RO","Without Sequence","80.00","",""
"11/01/2016 02:00:00 - 11/01/2016 03:00:00","BZN|RO","Without Sequence","51.00","",""
"11/01/2016 03:00:00 - 11/01/2016 04:00:00","BZN|RO","Without Sequence","55.00","",""
"11/01/2016 04:00:00 - 11/01/2016 05:00:00","BZN|RO","Without Sequence","83.44","",""
"11/01/2016 05:00:00 - 11/01/2016 06:00:00","BZN|RO","Without Sequence","97.63","",""
"11/01/2016 06:00:00 - 11/01/2016 07:00:00","BZN|RO","Without Sequence","176.23","",""
"11/01/2016 07:00:00 - 11/01/2016 08:00:00","BZN|RO","Without Sequence","240.27","",""
"11/01/2016 08:00:00 - 11/01/2016 09:00:00","BZN|RO","Without Sequence","252.45","",""
"11/01/2016 09:00:00 - 11/01/2016 10:00:00","BZN|RO","Without Sequence","242.00","",""
"11/01/2016 10:00:00 - 11/01/2016 11:00:00","BZN|RO","Without Sequence","226.00","",""
"11/01/2016 11:00:00 - 11/01/2016 12:00:00","BZN|RO","Without Sequence","224.00","",""
"11/01/2016 12:00:00 - 11/01/2016 13:00:00","BZN|RO","Without Sequence","235.64","",""
"11/01/2016 13:00:00 - 11/01/2016 14:00:00","BZN|RO","Without Sequence","230.28","",""
"11/01/2016 14:00:00 - 11/01/2016 15:00:00","BZN|RO","Without Sequence","228.00","",""
"11/01/2016 15:00:00 - 11/01/2016 16:00:00","BZN|RO","Without Sequence","225.31","",""
"11/01/2016 16:00:00 - 11/01/2016 17:00:00","BZN|RO","Without Sequence","248.00","",""
"11/01/2016 17:00:00 - 11/01/2016 18:00:00","BZN|RO","Without Sequence","248.00","",""
"11/01/2016 18:00:00 - 11/01/2016 19:00:00","BZN|RO","Without Sequence","227.18","",""
"11/01/2016 19:00:00 - 11/01/2016 20:00:00","BZN|RO","Without Sequence","209.00","",""
"11/01/2016 20:00:00 - 11/01/2016 21:00:00","BZN|RO","Without Sequence","189.00","",""
"11/01/2016 21:00:00 - 11/01/2016 22:00:00","BZN|RO","Without Sequence","149.00","",""
"11/01/2016 22:00:00 - 11/01/2016 23:00:00","BZN|RO","Without Sequence","119.00","",""
"11/01/2016 23:00:00 - 12/01/2016 00:00:00","BZN|RO","Without Sequence","105.64","",""
"12/01/2016 00:00:00 - 12/01/2016 01:00:00","BZN|RO","Without Sequence","130.22","",""
"12/01/2016 01:00:00 - 12/01/2016 02:00:00","BZN|RO","Without Sequence","103.10","",""
"12/01/2016 02:00:00 - 12/01/2016 03:00:00","BZN|RO","Without Sequence","93.26","",""
"12/01/2016 03:00:00 - 12/01/2016 04:00:00","BZN|RO","Without Sequence","88.60","",""
"12/01/2016 04:00:00 - 12/01/2016 05:00:00","BZN|RO","Without Sequence","89.60","",""
"12/01/2016 05:00:00 - 12/01/2016 06:00:00","BZN|RO","Without Sequence","112.67","",""
"12/01/2016 06:00:00 - 12/01/2016 07:00:00","BZN|RO","Without Sequence","174.44","",""
"12/01/2016 07:00:00 - 12/01/2016 08:00:00","BZN|RO","Without Sequence","254.00","",""
"12/01/2016 08:00:00 - 12/01/2016 09:00:00","BZN|RO","Without Sequence","270.00","",""
"12/01/2016 09:00:00 - 12/01/2016 10:00:00","BZN|RO","Without Sequence","268.60","",""
"12/01/2016 10:00:00 - 12/01/2016 11:00:00","BZN|RO","Without Sequence","242.00","",""
"12/01/2016 11:00:00 - 12/01/2016 12:00:00","BZN|RO","Without Sequence","219.00","",""
"12/01/2016 12:00:00 - 12/01/2016 13:00:00","BZN|RO","Without Sequence","209.00","",""
