"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (RON/MWh)","Intraday Period (CET/CEST)","Intraday Price (RON/MWh)"
"01/01/2017 21:00:00 - 01/01/2017 22:00:00","BZN|RO","Without Sequence","236.02","",""
"01/01/2017 22:00:00 - 01/01/2017 23:00:00","BZN|RO","Without Sequence","197.57","",""
"01/01/2017 23:00:00 - 02/01/2017 00:00:00","BZN|RO","Without Sequence","194.29","",""
"02/01/2017 00:00:00 - 02/01/2017 01:00:00","BZN|RO","Without Sequence","112.78","",""
"02/01/2017 01:00:00 - 02/01/2017 02:00:00","BZN|RO","Without Sequence","106.47","",""
"02/01/2017 02:00:00 - 02/01/2017 03:00:00","BZN|RO","Without Sequence","94.88","",""
"02/01/2017 03:00:00 - 02/01/2017 04:00:00","BZN|RO","Without Sequence","90.62","",""
"02/01/2017 04:00:00 - 02/01/2017 05:00:00","BZN|RO","Without Sequence","103.59","",""
"02/01/2017 05:00:00 - 02/01/2017 06:00:00","BZN|RO","Without Sequence","118.75","",""
"02/01/2017 06:00:00 - 02/01/2017 07:00:00","BZN|RO","Without Sequence","130.00","",""
"02/01/2017 07:00:00 - 02/01/2017 08:00:00","BZN|RO","Without Sequence","210.00","",""
"02/01/2017 08:00:00 - 02/01/2017 09:00:00","BZN|RO","Without Sequence","258.00","",""
"02/01/2017 09:00:00 - 02/01/2017 10:00:00","BZN|RO","Without Sequence","180.00","",""
"02/01/2017 10:00:00 - 02/01/2017 11:00:00","BZN|RO","Without Sequence","169.00","",""
"02/01/2017 11:00:00 - 02/01/2017 12:00:00","BZN|RO","Without Sequence","149.00","",""
"02/01/2017 12:00:00 - 02/01/2017 13:00:00","BZN|RO","Without Sequence","154.00","",""
"02/01/2017 13:00:00 - 02/01/2017 14:00:00","BZN|RO","Without Sequence","149.00","",""
"02/01/2017 14:00:00 - 02/01/2017 15:00:00","BZN|RO","Without Sequence","149.00","",""
"02/01/2017 15:00:00 - 02/01/2017 16:00:00","BZN|RO","Without Sequence","247.89","",""
"02/01/2017 16:00:00 - 02/01/2017 17:00:00","BZN|RO","Without Sequence","271.02","",""
"02/01/2017 17:00:00 - 02/01/2017 18:00:00","BZN|RO","Without Sequence","271.02","",""
"02/01/2017 18:00:00 - 02/01/2017 19:00:00","BZN|RO","Without Sequence","266.42","",""
"02/01/2017 19:00:00 - 02/01/2017 20:00:00","BZN|RO","Without Sequence","180.00","",""
"02/01/2017 20:00:00 - 02/01/2017 21:00:00","BZN|RO","Without Sequence","121.00","",""
"02/01/2017 21:00:00 - 02/01/2017 22:00:00","BZN|RO","Without Sequence","92.00","",""
"02/01/2017 22:00:00 - 02/01/2017 23:00:00","BZN|RO","Without Sequence","82.00","",""
"02/01/2017 23:00:00 - 03/01/2017 00:00:00","BZN|RO","Without Sequence","73.00","",""
"03/01/2017 00:00:00 - 03/01/2017 01:00:00","BZN|RO","Without Sequence","142.00","",""
"03/01/2017 01:00:00 - 03/01/2017 02:00:00","BZN|RO","Without Sequence","122.00","",""
"03/01/2017 02:00:00 - 03/01/2017 03:00:00","BZN|RO","Without Sequence","129.00","",""
"03/01/2017 03:00:00 - 03/01/2017 04:00:00","BZN|RO","Without Sequence","143.50","",""
"03/01/2017 04:00:00 - 03/01/2017 05:00:00","BZN|RO","Without Sequence","149.00","",""
"03/01/2017 05:00:00 - 03/01/2017 06:00:00","BZN|RO","Without Sequence","200.00","",""
"03/01/2017 06:00:00 - 03/01/2017 07:00:00","BZN|RO","Without Sequence","271.02","",""
"03/01/2017 07:00:00 - 03/01/2017 08:00:00","BZN|RO","Without Sequence","306.93","",""
"03/01/2017 08:00:00 - 03/01/2017 09:00:00","BZN|RO","Without Sequence","320.00","",""
"03/01/2017 09:00:00 - 03/01/2017 10:00:00","BZN|RO","Without Sequence","320.00","",""
"03/01/2017 10:00:00 - 03/01/2017 11:00:00","BZN|RO","Without Sequence","320.00","",""
"03/01/2017 11:00:00 - 03/01/2017 12:00:00","BZN|RO","Without Sequence","319.00","",""
"03/01/2017 12:00:00 - 03/01/2017 13:00:00","BZN|RO","Without Sequence","316.88","",""
"03/01/2017 13:00:00 - 03/01/2017 14:00:00","BZN|RO","Without Sequence","319.00","",""
"03/01/2017 14:00:00 - 03/01/2017 15:00:00","BZN|RO","Without Sequence","320.00","",""
"03/01/2017 15:00:00 - 03/01/2017 16:00:00","BZN|RO","Without Sequence","324.09","",""
"03/01/2017 16:00:00 - 03/01/2017 17:00:00","BZN|RO","Without Sequence","346.00","",""
"03/01/2017 17:00:00 - 03/01/2017 18:00:00","BZN|RO","Without Sequence","372.51","",""
"03/01/2017 18:00:00 - 03/01/2017 19:00:00","BZN|RO","Without Sequence","379.84","",""
"03/01/2017 19:00:00 - 03/01/2017 20:00:00","BZN|RO","Without Sequence","360.30","",""
"03/01/2017 20:00:00 - 03/01/2017 21:00:00","BZN|RO","Without Sequence","337.42","",""
"03/01/2017 21:00:00 - 03/01/2017 22:00:00","BZN|RO","Without Sequence","319.00","",""
"03/01/2017 22:00:00 - 03/01/2017 23:00:00","BZN|RO","Without Sequence","300.00","",""
"03/01/2017 23:00:00 - 04/01/2017 00:00:00","BZN|RO","Without Sequence","273.81","",""
"04/01/2017 00:00:00 - 04/01/2017 01:00:00","BZN|RO","Without Sequence","254.40","",""
"04/01/2017 01:00:00 - 04/01/2017 02:00:00","BZN|RO","Without Sequence","193.00","",""
"04/01/2017 02:00:00 - 04/01/2017 03:00:00","BZN|RO","Without Sequence","154.52","",""
"04/01/2017 03:00:00 - 04/01/2017 04:00:00","BZN|RO","Without Sequence","154.40","",""
"04/01/2017 04:00:00 - 04/01/2017 05:00:00","BZN|RO","Without Sequence","151.00","",""
"04/01/2017 05:00:00 - 04/01/2017 06:00:00","BZN|RO","Without Sequence","169.00","",""
"04/01/2017 06:00:00 - 04/01/2017 07:00:00","BZN|RO","Without Sequence","260.20","",""
"04/01/2017 07:00:00 - 04/01/2017 08:00:00","BZN|RO","Without Sequence","271.02","",""
"04/01/2017 08:00:00 - 04/01/2017 09:00:00","BZN|RO","Without Sequence","290.00","",""
"04/01/2017 09:00:00 - 04/01/2017 10:00:00","BZN|RO","Without Sequence","293.56","",""
"04/01/2017 10:00:00 - 04/01/2017 11:00:00","BZN|RO","Without Sequence","290.00","",""
"04/01/2017 11:00:00 - 04/01/2017 12:00:00","BZN|RO","Without Sequence","281.00","",""
"04/01/2017 12:00:00 - 04/01/2017 13:00:00","BZN|RO","Without Sequence","278.00","",""
"04/01/2017 13:00:00 - 04/01/2017 14:00:00","BZN|RO","Without Sequence","278.00","",""
"04/01/2017 14:00:00 - 04/01/2017 15:00:00","BZN|RO","Without Sequence","274.00","",""
"04/01/2017 15:00:00 - 04/01/2017 16:00:00","BZN|RO","Without Sequence","278.00","",""
"04/01/2017 16:00:00 - 04/01/2017 17:00:00","BZN|RO","Without Sequence","290.00","",""
"04/01/2017 17:00:00 - 04/01/2017 18:00:00","BZN|RO","Without Sequence","290.00","",""
"04/01/2017 18:00:00 - 04/01/2017 19:00:00","BZN|RO","Without Sequence","290.00","",""
"04/01/2017 19:00:00 - 04/01/2017 20:00:00","BZN|RO","Without Sequence","290.00","",""
"04/01/2017 20:00:00 - 04/01/2017 21:00:00","BZN|RO","Without Sequence","271.02","",""
"04/01/2017 21:00:00 - 04/01/2017 22:00:00","BZN|RO","Without Sequence","233.52","",""
"04/01/2017 22:00:00 - 04/01/2017 23:00:00","BZN|RO","Without Sequence","209.00","",""
"04/01/2017 23:00:00 - 05/01/2017 00:00:00","BZN|RO","Without Sequence","175.00","",""
"05/01/2017 00:00:00 - 05/01/2017 01:00:00","BZN|RO","Without Sequence","154.50","",""
"05/01/2017 01:00:00 - 05/01/2017 02:00:00","BZN|RO","Without Sequence","151.34","",""
"05/01/2017 02:00:00 - 05/01/2017 03:00:00","BZN|RO","Without Sequence","143.57","",""
"05/01/2017 03:00:00 - 05/01/2017 04:00:00","BZN|RO","Without Sequence","142.26","",""
"05/01/2017 04:00:00 - 05/01/2017 05:00:00","BZN|RO","Without Sequence","153.50","",""
"05/01/2017 05:00:00 - 05/01/2017 06:00:00","BZN|RO","Without Sequence","167.01","",""
"05/01/2017 06:00:00 - 05/01/2017 07:00:00","BZN|RO","Without Sequence","250.00","",""
"05/01/2017 07:00:00 - 05/01/2017 08:00:00","BZN|RO","Without Sequence","281.00","",""
"05/01/2017 08:00:00 - 05/01/2017 09:00:00","BZN|RO","Without Sequence","294.00","",""
"05/01/2017 09:00:00 - 05/01/2017 10:00:00","BZN|RO","Without Sequence","299.31","",""
"05/01/2017 10:00:00 - 05/01/2017 11:00:00","BZN|RO","Without Sequence","295.88","",""
"05/01/2017 11:00:00 - 05/01/2017 12:00:00","BZN|RO","Without Sequence","300.00","",""
"05/01/2017 12:00:00 - 05/01/2017 13:00:00","BZN|RO","Without Sequence","298.57","",""
"05/01/2017 13:00:00 - 05/01/2017 14:00:00","BZN|RO","Without Sequence","299.18","",""
"05/01/2017 14:00:00 - 05/01/2017 15:00:00","BZN|RO","Without Sequence","297.00","",""
"05/01/2017 15:00:00 - 05/01/2017 16:00:00","BZN|RO","Without Sequence","309.14","",""
"05/01/2017 16:00:00 - 05/01/2017 17:00:00","BZN|RO","Without Sequence","307.79","",""
"05/01/2017 17:00:00 - 05/01/2017 18:00:00","BZN|RO","Without Sequence","329.36","",""
"05/01/2017 18:00:00 - 05/01/2017 19:00:00","BZN|RO","Without Sequence","320.23","",""
"05/01/2017 19:00:00 - 05/01/2017 20:00:00","BZN|RO","Without Sequence","306.00","",""
"05/01/2017 20:00:00 - 05/01/2017 21:00:00","BZN|RO","Without Sequence","274.00","",""
"05/01/2017 21:00:00 - 05/01/2017 22:00:00","BZN|RO","Without Sequence","215.48","",""
"05/01/2017 22:00:00 - 05/01/2017 23:00:00","BZN|RO","Without Sequence","149.00","",""
"05/01/2017 23:00:00 - 06/01/2017 00:00:00","BZN|RO","Without Sequence","102.00","",""
"06/01/2017 00:00:00 - 06/01/2017 01:00:00","BZN|RO","Without Sequence","129.00","",""
"06/01/2017 01:00:00 - 06/01/2017 02:00:00","BZN|RO","Without Sequence","60.00","",""
"06/01/2017 02:00:00 - 06/01/2017 03:00:00","BZN|RO","Without Sequence","40.00","",""
"06/01/2017 03:00:00 - 06/01/2017 04:00:00","BZN|RO","Without Sequence","44.00","",""
"06/01/2017 04:00:00 - 06/01/2017 05:00:00","BZN|RO","Without Sequence","80.00","",""
"06/01/2017 05:00:00 - 06/01/2017 06:00:00","BZN|RO","Without Sequence","131.00","",""
"06/01/2017 06:00:00 - 06/01/2017 07:00:00","BZN|RO","Without Sequence","161.00","",""
"06/01/2017 07:00:00 - 06/01/2017 08:00:00","BZN|RO","Without Sequence","265.67","",""
"06/01/2017 08:00:00 - 06/01/2017 09:00:00","BZN|RO","Without Sequence","278.04","",""
"06/01/2017 09:00:00 - 06/01/2017 10:00:00","BZN|RO","Without Sequence","271.09","",""
"06/01/2017 10:00:00 - 06/01/2017 11:00:00","BZN|RO","Without Sequence","265.35","",""
"06/01/2017 11:00:00 - 06/01/2017 12:00:00","BZN|RO","Without Sequence","257.65","",""
"06/01/2017 12:00:00 - 06/01/2017 13:00:00","BZN|RO","Without Sequence","252.82","",""
"06/01/2017 13:00:00 - 06/01/2017 14:00:00","BZN|RO","Without Sequence","199.50","",""
"06/01/2017 14:00:00 - 06/01/2017 15:00:00","BZN|RO","Without Sequence","171.00","",""
"06/01/2017 15:00:00 - 06/01/2017 16:00:00","BZN|RO","Without Sequence","250.00","",""
"06/01/2017 16:00:00 - 06/01/2017 17:00:00","BZN|RO","Without Sequence","274.00","",""
"06/01/2017 17:00:00 - 06/01/2017 18:00:00","BZN|RO","Without Sequence","281.00","",""
"06/01/2017 18:00:00 - 06/01/2017 19:00:00","BZN|RO","Without Sequence","271.02","",""
"06/01/2017 19:00:00 - 06/01/2017 20:00:00","BZN|RO","Without Sequence","271.02","",""
"06/01/2017 20:00:00 - 06/01/2017 21:00:00","BZN|RO","Without Sequence","169.00","",""
"06/01/2017 21:00:00 - 06/01/2017 22:00:00","BZN|RO","Without Sequence","149.00","",""
"06/01/2017 22:00:00 - 06/01/2017 23:00:00","BZN|RO","Without Sequence","149.00","",""
"06/01/2017 23:00:00 - 07/01/2017 00:00:00","BZN|RO","Without Sequence","60.00","",""
"07/01/2017 00:00:00 - 07/01/2017 01:00:00","BZN|RO","Without Sequence","196.98","",""
"07/01/2017 01:00:00 - 07/01/2017 02:00:00","BZN|RO","Without Sequence","162.21","",""
"07/01/2017 02:00:00 - 07/01/2017 03:00:00","BZN|RO","Without Sequence","151.00","",""
"07/01/2017 03:00:00 - 07/01/2017 04:00:00","BZN|RO","Without Sequence","151.00","",""
"07/01/2017 04:00:00 - 07/01/2017 05:00:00","BZN|RO","Without Sequence","149.65","",""
"07/01/2017 05:00:00 - 07/01/2017 06:00:00","BZN|RO","Without Sequence","153.37","",""
"07/01/2017 06:00:00 - 07/01/2017 07:00:00","BZN|RO","Without Sequence","151.80","",""
"07/01/2017 07:00:00 - 07/01/2017 08:00:00","BZN|RO","Without Sequence","157.88","",""
"07/01/2017 08:00:00 - 07/01/2017 09:00:00","BZN|RO","Without Sequence","254.25","",""
"07/01/2017 09:00:00 - 07/01/2017 10:00:00","BZN|RO","Without Sequence","273.09","",""
"07/01/2017 10:00:00 - 07/01/2017 11:00:00","BZN|RO","Without Sequence","271.02","",""
"07/01/2017 11:00:00 - 07/01/2017 12:00:00","BZN|RO","Without Sequence","266.26","",""
"07/01/2017 12:00:00 - 07/01/2017 13:00:00","BZN|RO","Without Sequence","256.84","",""
"07/01/2017 13:00:00 - 07/01/2017 14:00:00","BZN|RO","Without Sequence","243.23","",""
"07/01/2017 14:00:00 - 07/01/2017 15:00:00","BZN|RO","Without Sequence","234.65","",""
"07/01/2017 15:00:00 - 07/01/2017 16:00:00","BZN|RO","Without Sequence","253.32","",""
"07/01/2017 16:00:00 - 07/01/2017 17:00:00","BZN|RO","Without Sequence","272.44","",""
"07/01/2017 17:00:00 - 07/01/2017 18:00:00","BZN|RO","Without Sequence","294.50","",""
"07/01/2017 18:00:00 - 07/01/2017 19:00:00","BZN|RO","Without Sequence","306.00","",""
"07/01/2017 19:00:00 - 07/01/2017 20:00:00","BZN|RO","Without Sequence","300.00","",""
"07/01/2017 20:00:00 - 07/01/2017 21:00:00","BZN|RO","Without Sequence","290.00","",""
"07/01/2017 21:00:00 - 07/01/2017 22:00:00","BZN|RO","Without Sequence","271.02","",""
"07/01/2017 22:00:00 - 07/01/2017 23:00:00","BZN|RO","Without Sequence","180.00","",""
"07/01/2017 23:00:00 - 08/01/2017 00:00:00","BZN|RO","Without Sequence","161.00","",""
"08/01/2017 00:00:00 - 08/01/2017 01:00:00","BZN|RO","Without Sequence","142.00","",""
"08/01/2017 01:00:00 - 08/01/2017 02:00:00","BZN|RO","Without Sequence","142.00","",""
"08/01/2017 02:00:00 - 08/01/2017 03:00:00","BZN|RO","Without Sequence","149.00","",""
"08/01/2017 03:00:00 - 08/01/2017 04:00:00","BZN|RO","Without Sequence","147.38","",""
"08/01/2017 04:00:00 - 08/01/2017 05:00:00","BZN|RO","Without Sequence","148.73","",""
"08/01/2017 05:00:00 - 08/01/2017 06:00:00","BZN|RO","Without Sequence","153.99","",""
"08/01/2017 06:00:00 - 08/01/2017 07:00:00","BZN|RO","Without Sequence","154.00","",""
"08/01/2017 07:00:00 - 08/01/2017 08:00:00","BZN|RO","Without Sequence","232.13","",""
"08/01/2017 08:00:00 - 08/01/2017 09:00:00","BZN|RO","Without Sequence","259.86","",""
"08/01/2017 09:00:00 - 08/01/2017 10:00:00","BZN|RO","Without Sequence","271.02","",""
"08/01/2017 10:00:00 - 08/01/2017 11:00:00","BZN|RO","Without Sequence","275.01","",""
"08/01/2017 11:00:00 - 08/01/2017 12:00:00","BZN|RO","Without Sequence","278.88","",""
"08/01/2017 12:00:00 - 08/01/2017 13:00:00","BZN|RO","Without Sequence","271.02","",""
"08/01/2017 13:00:00 - 08/01/2017 14:00:00","BZN|RO","Without Sequence","261.82","",""
"08/01/2017 14:00:00 - 08/01/2017 15:00:00","BZN|RO","Without Sequence","266.18","",""
"08/01/2017 15:00:00 - 08/01/2017 16:00:00","BZN|RO","Without Sequence","258.00","",""
"08/01/2017 16:00:00 - 08/01/2017 17:00:00","BZN|RO","Without Sequence","290.00","",""
"08/01/2017 17:00:00 - 08/01/2017 18:00:00","BZN|RO","Without Sequence","320.00","",""
"08/01/2017 18:00:00 - 08/01/2017 19:00:00","BZN|RO","Without Sequence","320.00","",""
"08/01/2017 19:00:00 - 08/01/2017 20:00:00","BZN|RO","Without Sequence","320.00","",""
"08/01/2017 20:00:00 - 08/01/2017 21:00:00","BZN|RO","Without Sequence","306.56","",""
"08/01/2017 21:00:00 - 08/01/2017 22:00:00","BZN|RO","Without Sequence","290.00","",""
"08/01/2017 22:00:00 - 08/01/2017 23:00:00","BZN|RO","Without Sequence","277.26","",""
"08/01/2017 23:00:00 - 09/01/2017 00:00:00","BZN|RO","Without Sequence","260.00","",""
"09/01/2017 00:00:00 - 09/01/2017 01:00:00","BZN|RO","Without Sequence","209.00","",""
"09/01/2017 01:00:00 - 09/01/2017 02:00:00","BZN|RO","Without Sequence","181.88","",""
"09/01/2017 02:00:00 - 09/01/2017 03:00:00","BZN|RO","Without Sequence","172.97","",""
"09/01/2017 03:00:00 - 09/01/2017 04:00:00","BZN|RO","Without Sequence","173.75","",""
"09/01/2017 04:00:00 - 09/01/2017 05:00:00","BZN|RO","Without Sequence","200.00","",""
"09/01/2017 05:00:00 - 09/01/2017 06:00:00","BZN|RO","Without Sequence","252.84","",""
"09/01/2017 06:00:00 - 09/01/2017 07:00:00","BZN|RO","Without Sequence","319.00","",""
"09/01/2017 07:00:00 - 09/01/2017 08:00:00","BZN|RO","Without Sequence","340.00","",""
"09/01/2017 08:00:00 - 09/01/2017 09:00:00","BZN|RO","Without Sequence","378.00","",""
"09/01/2017 09:00:00 - 09/01/2017 10:00:00","BZN|RO","Without Sequence","360.00","",""
"09/01/2017 10:00:00 - 09/01/2017 11:00:00","BZN|RO","Without Sequence","350.00","",""
"09/01/2017 11:00:00 - 09/01/2017 12:00:00","BZN|RO","Without Sequence","350.00","",""
"09/01/2017 12:00:00 - 09/01/2017 13:00:00","BZN|RO","Without Sequence","350.00","",""
"09/01/2017 13:00:00 - 09/01/2017 14:00:00","BZN|RO","Without Sequence","350.00","",""
"09/01/2017 14:00:00 - 09/01/2017 15:00:00","BZN|RO","Without Sequence","350.00","",""
"09/01/2017 15:00:00 - 09/01/2017 16:00:00","BZN|RO","Without Sequence","350.00","",""
"09/01/2017 16:00:00 - 09/01/2017 17:00:00","BZN|RO","Without Sequence","378.00","",""
"09/01/2017 17:00:00 - 09/01/2017 18:00:00","BZN|RO","Without Sequence","368.00","",""
"09/01/2017 18:00:00 - 09/01/2017 19:00:00","BZN|RO","Without Sequence","350.00","",""
"09/01/2017 19:00:00 - 09/01/2017 20:00:00","BZN|RO","Without Sequence","349.00","",""
"09/01/2017 20:00:00 - 09/01/2017 21:00:00","BZN|RO","Without Sequence","330.00","",""
"09/01/2017 21:00:00 - 09/01/2017 22:00:00","BZN|RO","Without Sequence","320.00","",""
"09/01/2017 22:00:00 - 09/01/2017 23:00:00","BZN|RO","Without Sequence","300.00","",""
"09/01/2017 23:00:00 - 10/01/2017 00:00:00","BZN|RO","Without Sequence","283.04","",""
"10/01/2017 00:00:00 - 10/01/2017 01:00:00","BZN|RO","Without Sequence","259.31","",""
"10/01/2017 01:00:00 - 10/01/2017 02:00:00","BZN|RO","Without Sequence","209.00","",""
"10/01/2017 02:00:00 - 10/01/2017 03:00:00","BZN|RO","Without Sequence","200.00","",""
"10/01/2017 03:00:00 - 10/01/2017 04:00:00","BZN|RO","Without Sequence","200.00","",""
"10/01/2017 04:00:00 - 10/01/2017 05:00:00","BZN|RO","Without Sequence","203.13","",""
"10/01/2017 05:00:00 - 10/01/2017 06:00:00","BZN|RO","Without Sequence","260.00","",""
"10/01/2017 06:00:00 - 10/01/2017 07:00:00","BZN|RO","Without Sequence","333.24","",""
"10/01/2017 07:00:00 - 10/01/2017 08:00:00","BZN|RO","Without Sequence","360.00","",""
"10/01/2017 08:00:00 - 10/01/2017 09:00:00","BZN|RO","Without Sequence","380.00","",""
"10/01/2017 09:00:00 - 10/01/2017 10:00:00","BZN|RO","Without Sequence","360.42","",""
"10/01/2017 10:00:00 - 10/01/2017 11:00:00","BZN|RO","Without Sequence","360.00","",""
"10/01/2017 11:00:00 - 10/01/2017 12:00:00","BZN|RO","Without Sequence","360.00","",""
"10/01/2017 12:00:00 - 10/01/2017 13:00:00","BZN|RO","Without Sequence","360.00","",""
"10/01/2017 13:00:00 - 10/01/2017 14:00:00","BZN|RO","Without Sequence","350.28","",""
"10/01/2017 14:00:00 - 10/01/2017 15:00:00","BZN|RO","Without Sequence","330.00","",""
"10/01/2017 15:00:00 - 10/01/2017 16:00:00","BZN|RO","Without Sequence","330.00","",""
"10/01/2017 16:00:00 - 10/01/2017 17:00:00","BZN|RO","Without Sequence","329.00","",""
"10/01/2017 17:00:00 - 10/01/2017 18:00:00","BZN|RO","Without Sequence","321.05","",""
"10/01/2017 18:00:00 - 10/01/2017 19:00:00","BZN|RO","Without Sequence","317.00","",""
"10/01/2017 19:00:00 - 10/01/2017 20:00:00","BZN|RO","Without Sequence","306.00","",""
"10/01/2017 20:00:00 - 10/01/2017 21:00:00","BZN|RO","Without Sequence","220.00","",""
"10/01/2017 21:00:00 - 10/01/2017 22:00:00","BZN|RO","Without Sequence","161.00","",""
"10/01/2017 22:00:00 - 10/01/2017 23:00:00","BZN|RO","Without Sequence","129.00","",""
"10/01/2017 23:00:00 - 11/01/2017 00:00:00","BZN|RO","Without Sequence","80.00","",""
"11/01/2017 00:00:00 - 11/01/2017 01:00:00","BZN|RO","Without Sequence","149.00","",""
"11/01/2017 01:00:00 - 11/01/2017 02:00:00","BZN|RO","Without Sequence","152.00","",""
"11/01/2017 02:00:00 - 11/01/2017 03:00:00","BZN|RO","Without Sequence","170.00","",""
"11/01/2017 03:00:00 - 11/01/2017 04:00:00","BZN|RO","Without Sequence","162.08","",""
"11/01/2017 04:00:00 - 11/01/2017 05:00:00","BZN|RO","Without Sequence","220.00","",""
"11/01/2017 05:00:00 - 11/01/2017 06:00:00","BZN|RO","Without Sequence","300.00","",""
"11/01/2017 06:00:00 - 11/01/2017 07:00:00","BZN|RO","Without Sequence","360.00","",""
"11/01/2017 07:00:00 - 11/01/2017 08:00:00","BZN|RO","Without Sequence","380.00","",""
"11/01/2017 08:00:00 - 11/01/2017 09:00:00","BZN|RO","Without Sequence","380.00","",""
"11/01/2017 09:00:00 - 11/01/2017 10:00:00","BZN|RO","Without Sequence","380.00","",""
"11/01/2017 10:00:00 - 11/01/2017 11:00:00","BZN|RO","Without Sequence","380.00","",""
"11/01/2017 11:00:00 - 11/01/2017 12:00:00","BZN|RO","Without Sequence","380.00","",""
"11/01/2017 12:00:00 - 11/01/2017 13:00:00","BZN|RO","Without Sequence","361.00","",""
"11/01/2017 13:00:00 - 11/01/2017 14:00:00","BZN|RO","Without Sequence","360.00","",""
"11/01/2017 14:00:00 - 11/01/2017 15:00:00","BZN|RO","Without Sequence","360.00","",""
"11/01/2017 15:00:00 - 11/01/2017 16:00:00","BZN|RO","Without Sequence","360.00","",""
"11/01/2017 16:00:00 - 11/01/2017 17:00:00","BZN|RO","Without Sequence","378.00","",""
"11/01/2017 17:00:00 - 11/01/2017 18:00:00","BZN|RO","Without Sequence","380.00","",""
"11/01/2017 18:00:00 - 11/01/2017 19:00:00","BZN|RO","Without Sequence","380.00","",""
"11/01/2017 19:00:00 - 11/01/2017 20:00:00","BZN|RO","Without Sequence","380.00","",""
"11/01/2017 20:00:00 - 11/01/2017 21:00:00","BZN|RO","Without Sequence","378.00","",""
"11/01/2017 21:00:00 - 11/01/2017 22:00:00","BZN|RO","Without Sequence","356.00","",""
"11/01/2017 22:00:00 - 11/01/2017 23:00:00","BZN|RO","Without Sequence","319.00","",""
"11/01/2017 23:00:00 - 12/01/2017 00:00:00","BZN|RO","Without Sequence","271.02","",""
"12/01/2017 00:00:00 - 12/01/2017 01:00:00","BZN|RO","Without Sequence","312.62","",""
"12/01/2017 01:00:00 - 12/01/2017 02:00:00","BZN|RO","Without Sequence","241.09","",""
"12/01/2017 02:00:00 - 12/01/2017 03:00:00","BZN|RO","Without Sequence","203.00","",""
"12/01/2017 03:00:00 - 12/01/2017 04:00:00","BZN|RO","Without Sequence","171.00","",""
"12/01/2017 04:00:00 - 12/01/2017 05:00:00","BZN|RO","Without Sequence","188.11","",""
"12/01/2017 05:00:00 - 12/01/2017 06:00:00","BZN|RO","Without Sequence","229.79","",""
"12/01/2017 06:00:00 - 12/01/2017 07:00:00","BZN|RO","Without Sequence","368.00","",""
"12/01/2017 07:00:00 - 12/01/2017 08:00:00","BZN|RO","Without Sequence","390.00","",""
"12/01/2017 08:00:00 - 12/01/2017 09:00:00","BZN|RO","Without Sequence","390.00","",""
"12/01/2017 09:00:00 - 12/01/2017 10:00:00","BZN|RO","Without Sequence","390.00","",""
"12/01/2017 10:00:00 - 12/01/2017 11:00:00","BZN|RO","Without Sequence","390.00","",""
"12/01/2017 11:00:00 - 12/01/2017 12:00:00","BZN|RO","Without Sequence","390.00","",""
"12/01/2017 12:00:00 - 12/01/2017 13:00:00","BZN|RO","Without Sequence","390.00","",""
