"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (RON/MWh)","Intraday Period (CET/CEST)","Intraday Price (RON/MWh)"
"02/01/2021 20:00:00 - 02/01/2021 21:00:00","BZN|RO","Without Sequence","282.04","",""
"02/01/2021 21:00:00 - 02/01/2021 22:00:00","BZN|RO","Without Sequence","259.30","",""
"02/01/2021 22:00:00 - 02/01/2021 23:00:00","BZN|RO","Without Sequence","238.68","",""
"02/01/2021 23:00:00 - 03/01/2021 00:00:00","BZN|RO","Without Sequence","178.00","",""
"03/01/2021 00:00:00 - 03/01/2021 01:00:00","BZN|RO","Without Sequence","189.96","",""
"03/01/2021 01:00:00 - 03/01/2021 02:00:00","BZN|RO","Without Sequence","139.00","",""
"03/01/2021 02:00:00 - 03/01/2021 03:00:00","BZN|RO","Without Sequence","99.38","",""
"03/01/2021 03:00:00 - 03/01/2021 04:00:00","BZN|RO","Without Sequence","116.42","",""
"03/01/2021 04:00:00 - 03/01/2021 05:00:00","BZN|RO","Without Sequence","97.40","",""
"03/01/2021 05:00:00 - 03/01/2021 06:00:00","BZN|RO","Without Sequence","126.79","",""
"03/01/2021 06:00:00 - 03/01/2021 07:00:00","BZN|RO","Without Sequence","140.14","",""
"03/01/2021 07:00:00 - 03/01/2021 08:00:00","BZN|RO","Without Sequence","167.99","",""
"03/01/2021 08:00:00 - 03/01/2021 09:00:00","BZN|RO","Without Sequence","182.60","",""
"03/01/2021 09:00:00 - 03/01/2021 10:00:00","BZN|RO","Without Sequence","189.96","",""
"03/01/2021 10:00:00 - 03/01/2021 11:00:00","BZN|RO","Without Sequence","200.62","",""
"03/01/2021 11:00:00 - 03/01/2021 12:00:00","BZN|RO","Without Sequence","211.87","",""
"03/01/2021 12:00:00 - 03/01/2021 13:00:00","BZN|RO","Without Sequence","209.58","",""
"03/01/2021 13:00:00 - 03/01/2021 14:00:00","BZN|RO","Without Sequence","206.17","",""
"03/01/2021 14:00:00 - 03/01/2021 15:00:00","BZN|RO","Without Sequence","208.90","",""
"03/01/2021 15:00:00 - 03/01/2021 16:00:00","BZN|RO","Without Sequence","208.90","",""
"03/01/2021 16:00:00 - 03/01/2021 17:00:00","BZN|RO","Without Sequence","247.53","",""
"03/01/2021 17:00:00 - 03/01/2021 18:00:00","BZN|RO","Without Sequence","256.75","",""
"03/01/2021 18:00:00 - 03/01/2021 19:00:00","BZN|RO","Without Sequence","263.02","",""
"03/01/2021 19:00:00 - 03/01/2021 20:00:00","BZN|RO","Without Sequence","260.00","",""
"03/01/2021 20:00:00 - 03/01/2021 21:00:00","BZN|RO","Without Sequence","240.99","",""
"03/01/2021 21:00:00 - 03/01/2021 22:00:00","BZN|RO","Without Sequence","209.91","",""
"03/01/2021 22:00:00 - 03/01/2021 23:00:00","BZN|RO","Without Sequence","194.78","",""
"03/01/2021 23:00:00 - 04/01/2021 00:00:00","BZN|RO","Without Sequence","151.97","",""
"04/01/2021 00:00:00 - 04/01/2021 01:00:00","BZN|RO","Without Sequence","137.02","",""
"04/01/2021 01:00:00 - 04/01/2021 02:00:00","BZN|RO","Without Sequence","116.50","",""
"04/01/2021 02:00:00 - 04/01/2021 03:00:00","BZN|RO","Without Sequence","103.24","",""
"04/01/2021 03:00:00 - 04/01/2021 04:00:00","BZN|RO","Without Sequence","102.20","",""
"04/01/2021 04:00:00 - 04/01/2021 05:00:00","BZN|RO","Without Sequence","131.13","",""
"04/01/2021 05:00:00 - 04/01/2021 06:00:00","BZN|RO","Without Sequence","150.95","",""
"04/01/2021 06:00:00 - 04/01/2021 07:00:00","BZN|RO","Without Sequence","210.36","",""
"04/01/2021 07:00:00 - 04/01/2021 08:00:00","BZN|RO","Without Sequence","268.00","",""
"04/01/2021 08:00:00 - 04/01/2021 09:00:00","BZN|RO","Without Sequence","313.61","",""
"04/01/2021 09:00:00 - 04/01/2021 10:00:00","BZN|RO","Without Sequence","324.72","",""
"04/01/2021 10:00:00 - 04/01/2021 11:00:00","BZN|RO","Without Sequence","318.49","",""
"04/01/2021 11:00:00 - 04/01/2021 12:00:00","BZN|RO","Without Sequence","311.08","",""
"04/01/2021 12:00:00 - 04/01/2021 13:00:00","BZN|RO","Without Sequence","307.03","",""
"04/01/2021 13:00:00 - 04/01/2021 14:00:00","BZN|RO","Without Sequence","295.91","",""
"04/01/2021 14:00:00 - 04/01/2021 15:00:00","BZN|RO","Without Sequence","289.77","",""
"04/01/2021 15:00:00 - 04/01/2021 16:00:00","BZN|RO","Without Sequence","298.98","",""
"04/01/2021 16:00:00 - 04/01/2021 17:00:00","BZN|RO","Without Sequence","324.04","",""
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|RO","Without Sequence","342.81","",""
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|RO","Without Sequence","335.57","",""
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|RO","Without Sequence","316.86","",""
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|RO","Without Sequence","303.37","",""
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|RO","Without Sequence","257.90","",""
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|RO","Without Sequence","239.37","",""
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|RO","Without Sequence","198.75","",""
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|RO","Without Sequence","150.00","",""
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|RO","Without Sequence","147.00","",""
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|RO","Without Sequence","100.00","",""
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|RO","Without Sequence","95.88","",""
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|RO","Without Sequence","144.79","",""
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|RO","Without Sequence","182.12","",""
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|RO","Without Sequence","228.18","",""
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|RO","Without Sequence","285.93","",""
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|RO","Without Sequence","304.00","",""
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|RO","Without Sequence","318.84","",""
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|RO","Without Sequence","312.37","",""
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|RO","Without Sequence","311.60","",""
"05/01/2021 12:00:00 - 05/01/2021 13:00:00","BZN|RO","Without Sequence","312.62","",""
"05/01/2021 13:00:00 - 05/01/2021 14:00:00","BZN|RO","Without Sequence","309.92","",""
"05/01/2021 14:00:00 - 05/01/2021 15:00:00","BZN|RO","Without Sequence","301.90","",""
"05/01/2021 15:00:00 - 05/01/2021 16:00:00","BZN|RO","Without Sequence","302.78","",""
"05/01/2021 16:00:00 - 05/01/2021 17:00:00","BZN|RO","Without Sequence","329.00","",""
"05/01/2021 17:00:00 - 05/01/2021 18:00:00","BZN|RO","Without Sequence","343.88","",""
"05/01/2021 18:00:00 - 05/01/2021 19:00:00","BZN|RO","Without Sequence","328.73","",""
"05/01/2021 19:00:00 - 05/01/2021 20:00:00","BZN|RO","Without Sequence","292.48","",""
"05/01/2021 20:00:00 - 05/01/2021 21:00:00","BZN|RO","Without Sequence","260.22","",""
"05/01/2021 21:00:00 - 05/01/2021 22:00:00","BZN|RO","Without Sequence","235.63","",""
"05/01/2021 22:00:00 - 05/01/2021 23:00:00","BZN|RO","Without Sequence","234.71","",""
"05/01/2021 23:00:00 - 06/01/2021 00:00:00","BZN|RO","Without Sequence","207.44","",""
"06/01/2021 00:00:00 - 06/01/2021 01:00:00","BZN|RO","Without Sequence","106.80","",""
"06/01/2021 01:00:00 - 06/01/2021 02:00:00","BZN|RO","Without Sequence","97.67","",""
"06/01/2021 02:00:00 - 06/01/2021 03:00:00","BZN|RO","Without Sequence","100.23","",""
"06/01/2021 03:00:00 - 06/01/2021 04:00:00","BZN|RO","Without Sequence","104.78","",""
"06/01/2021 04:00:00 - 06/01/2021 05:00:00","BZN|RO","Without Sequence","155.45","",""
"06/01/2021 05:00:00 - 06/01/2021 06:00:00","BZN|RO","Without Sequence","211.85","",""
"06/01/2021 06:00:00 - 06/01/2021 07:00:00","BZN|RO","Without Sequence","227.00","",""
"06/01/2021 07:00:00 - 06/01/2021 08:00:00","BZN|RO","Without Sequence","252.74","",""
"06/01/2021 08:00:00 - 06/01/2021 09:00:00","BZN|RO","Without Sequence","279.44","",""
"06/01/2021 09:00:00 - 06/01/2021 10:00:00","BZN|RO","Without Sequence","297.48","",""
"06/01/2021 10:00:00 - 06/01/2021 11:00:00","BZN|RO","Without Sequence","295.00","",""
"06/01/2021 11:00:00 - 06/01/2021 12:00:00","BZN|RO","Without Sequence","308.11","",""
"06/01/2021 12:00:00 - 06/01/2021 13:00:00","BZN|RO","Without Sequence","292.63","",""
"06/01/2021 13:00:00 - 06/01/2021 14:00:00","BZN|RO","Without Sequence","292.00","",""
"06/01/2021 14:00:00 - 06/01/2021 15:00:00","BZN|RO","Without Sequence","282.41","",""
"06/01/2021 15:00:00 - 06/01/2021 16:00:00","BZN|RO","Without Sequence","292.30","",""
"06/01/2021 16:00:00 - 06/01/2021 17:00:00","BZN|RO","Without Sequence","311.62","",""
"06/01/2021 17:00:00 - 06/01/2021 18:00:00","BZN|RO","Without Sequence","318.76","",""
"06/01/2021 18:00:00 - 06/01/2021 19:00:00","BZN|RO","Without Sequence","315.72","",""
"06/01/2021 19:00:00 - 06/01/2021 20:00:00","BZN|RO","Without Sequence","297.00","",""
"06/01/2021 20:00:00 - 06/01/2021 21:00:00","BZN|RO","Without Sequence","283.33","",""
"06/01/2021 21:00:00 - 06/01/2021 22:00:00","BZN|RO","Without Sequence","258.06","",""
"06/01/2021 22:00:00 - 06/01/2021 23:00:00","BZN|RO","Without Sequence","244.82","",""
"06/01/2021 23:00:00 - 07/01/2021 00:00:00","BZN|RO","Without Sequence","194.40","",""
"07/01/2021 00:00:00 - 07/01/2021 01:00:00","BZN|RO","Without Sequence","189.91","",""
"07/01/2021 01:00:00 - 07/01/2021 02:00:00","BZN|RO","Without Sequence","136.53","",""
"07/01/2021 02:00:00 - 07/01/2021 03:00:00","BZN|RO","Without Sequence","103.46","",""
"07/01/2021 03:00:00 - 07/01/2021 04:00:00","BZN|RO","Without Sequence","107.80","",""
"07/01/2021 04:00:00 - 07/01/2021 05:00:00","BZN|RO","Without Sequence","142.10","",""
"07/01/2021 05:00:00 - 07/01/2021 06:00:00","BZN|RO","Without Sequence","231.68","",""
"07/01/2021 06:00:00 - 07/01/2021 07:00:00","BZN|RO","Without Sequence","307.31","",""
"07/01/2021 07:00:00 - 07/01/2021 08:00:00","BZN|RO","Without Sequence","354.37","",""
"07/01/2021 08:00:00 - 07/01/2021 09:00:00","BZN|RO","Without Sequence","389.68","",""
"07/01/2021 09:00:00 - 07/01/2021 10:00:00","BZN|RO","Without Sequence","395.38","",""
"07/01/2021 10:00:00 - 07/01/2021 11:00:00","BZN|RO","Without Sequence","394.32","",""
"07/01/2021 11:00:00 - 07/01/2021 12:00:00","BZN|RO","Without Sequence","389.68","",""
"07/01/2021 12:00:00 - 07/01/2021 13:00:00","BZN|RO","Without Sequence","329.00","",""
"07/01/2021 13:00:00 - 07/01/2021 14:00:00","BZN|RO","Without Sequence","274.48","",""
"07/01/2021 14:00:00 - 07/01/2021 15:00:00","BZN|RO","Without Sequence","262.93","",""
"07/01/2021 15:00:00 - 07/01/2021 16:00:00","BZN|RO","Without Sequence","306.84","",""
"07/01/2021 16:00:00 - 07/01/2021 17:00:00","BZN|RO","Without Sequence","380.62","",""
"07/01/2021 17:00:00 - 07/01/2021 18:00:00","BZN|RO","Without Sequence","457.00","",""
"07/01/2021 18:00:00 - 07/01/2021 19:00:00","BZN|RO","Without Sequence","438.39","",""
"07/01/2021 19:00:00 - 07/01/2021 20:00:00","BZN|RO","Without Sequence","399.42","",""
"07/01/2021 20:00:00 - 07/01/2021 21:00:00","BZN|RO","Without Sequence","350.71","",""
"07/01/2021 21:00:00 - 07/01/2021 22:00:00","BZN|RO","Without Sequence","312.38","",""
"07/01/2021 22:00:00 - 07/01/2021 23:00:00","BZN|RO","Without Sequence","292.65","",""
"07/01/2021 23:00:00 - 08/01/2021 00:00:00","BZN|RO","Without Sequence","246.86","",""
"08/01/2021 00:00:00 - 08/01/2021 01:00:00","BZN|RO","Without Sequence","219.00","",""
"08/01/2021 01:00:00 - 08/01/2021 02:00:00","BZN|RO","Without Sequence","209.00","",""
"08/01/2021 02:00:00 - 08/01/2021 03:00:00","BZN|RO","Without Sequence","185.37","",""
"08/01/2021 03:00:00 - 08/01/2021 04:00:00","BZN|RO","Without Sequence","182.02","",""
"08/01/2021 04:00:00 - 08/01/2021 05:00:00","BZN|RO","Without Sequence","220.50","",""
"08/01/2021 05:00:00 - 08/01/2021 06:00:00","BZN|RO","Without Sequence","261.91","",""
"08/01/2021 06:00:00 - 08/01/2021 07:00:00","BZN|RO","Without Sequence","323.51","",""
"08/01/2021 07:00:00 - 08/01/2021 08:00:00","BZN|RO","Without Sequence","406.66","",""
"08/01/2021 08:00:00 - 08/01/2021 09:00:00","BZN|RO","Without Sequence","477.00","",""
"08/01/2021 09:00:00 - 08/01/2021 10:00:00","BZN|RO","Without Sequence","487.20","",""
"08/01/2021 10:00:00 - 08/01/2021 11:00:00","BZN|RO","Without Sequence","485.65","",""
"08/01/2021 11:00:00 - 08/01/2021 12:00:00","BZN|RO","Without Sequence","479.45","",""
"08/01/2021 12:00:00 - 08/01/2021 13:00:00","BZN|RO","Without Sequence","474.34","",""
"08/01/2021 13:00:00 - 08/01/2021 14:00:00","BZN|RO","Without Sequence","448.90","",""
"08/01/2021 14:00:00 - 08/01/2021 15:00:00","BZN|RO","Without Sequence","351.00","",""
"08/01/2021 15:00:00 - 08/01/2021 16:00:00","BZN|RO","Without Sequence","355.51","",""
"08/01/2021 16:00:00 - 08/01/2021 17:00:00","BZN|RO","Without Sequence","438.35","",""
"08/01/2021 17:00:00 - 08/01/2021 18:00:00","BZN|RO","Without Sequence","487.00","",""
"08/01/2021 18:00:00 - 08/01/2021 19:00:00","BZN|RO","Without Sequence","465.09","",""
"08/01/2021 19:00:00 - 08/01/2021 20:00:00","BZN|RO","Without Sequence","394.81","",""
"08/01/2021 20:00:00 - 08/01/2021 21:00:00","BZN|RO","Without Sequence","338.03","",""
"08/01/2021 21:00:00 - 08/01/2021 22:00:00","BZN|RO","Without Sequence","280.66","",""
"08/01/2021 22:00:00 - 08/01/2021 23:00:00","BZN|RO","Without Sequence","278.00","",""
"08/01/2021 23:00:00 - 09/01/2021 00:00:00","BZN|RO","Without Sequence","239.12","",""
"09/01/2021 00:00:00 - 09/01/2021 01:00:00","BZN|RO","Without Sequence","109.04","",""
"09/01/2021 01:00:00 - 09/01/2021 02:00:00","BZN|RO","Without Sequence","48.10","",""
"09/01/2021 02:00:00 - 09/01/2021 03:00:00","BZN|RO","Without Sequence","48.10","",""
"09/01/2021 03:00:00 - 09/01/2021 04:00:00","BZN|RO","Without Sequence","23.13","",""
"09/01/2021 04:00:00 - 09/01/2021 05:00:00","BZN|RO","Without Sequence","48.10","",""
"09/01/2021 05:00:00 - 09/01/2021 06:00:00","BZN|RO","Without Sequence","114.79","",""
"09/01/2021 06:00:00 - 09/01/2021 07:00:00","BZN|RO","Without Sequence","243.26","",""
"09/01/2021 07:00:00 - 09/01/2021 08:00:00","BZN|RO","Without Sequence","259.09","",""
"09/01/2021 08:00:00 - 09/01/2021 09:00:00","BZN|RO","Without Sequence","279.06","",""
"09/01/2021 09:00:00 - 09/01/2021 10:00:00","BZN|RO","Without Sequence","307.15","",""
"09/01/2021 10:00:00 - 09/01/2021 11:00:00","BZN|RO","Without Sequence","316.56","",""
"09/01/2021 11:00:00 - 09/01/2021 12:00:00","BZN|RO","Without Sequence","316.90","",""
"09/01/2021 12:00:00 - 09/01/2021 13:00:00","BZN|RO","Without Sequence","316.56","",""
"09/01/2021 13:00:00 - 09/01/2021 14:00:00","BZN|RO","Without Sequence","308.96","",""
"09/01/2021 14:00:00 - 09/01/2021 15:00:00","BZN|RO","Without Sequence","304.28","",""
"09/01/2021 15:00:00 - 09/01/2021 16:00:00","BZN|RO","Without Sequence","311.39","",""
"09/01/2021 16:00:00 - 09/01/2021 17:00:00","BZN|RO","Without Sequence","350.48","",""
"09/01/2021 17:00:00 - 09/01/2021 18:00:00","BZN|RO","Without Sequence","379.53","",""
"09/01/2021 18:00:00 - 09/01/2021 19:00:00","BZN|RO","Without Sequence","369.86","",""
"09/01/2021 19:00:00 - 09/01/2021 20:00:00","BZN|RO","Without Sequence","359.96","",""
"09/01/2021 20:00:00 - 09/01/2021 21:00:00","BZN|RO","Without Sequence","332.74","",""
"09/01/2021 21:00:00 - 09/01/2021 22:00:00","BZN|RO","Without Sequence","293.17","",""
"09/01/2021 22:00:00 - 09/01/2021 23:00:00","BZN|RO","Without Sequence","275.45","",""
"09/01/2021 23:00:00 - 10/01/2021 00:00:00","BZN|RO","Without Sequence","249.00","",""
"10/01/2021 00:00:00 - 10/01/2021 01:00:00","BZN|RO","Without Sequence","220.63","",""
"10/01/2021 01:00:00 - 10/01/2021 02:00:00","BZN|RO","Without Sequence","173.24","",""
"10/01/2021 02:00:00 - 10/01/2021 03:00:00","BZN|RO","Without Sequence","155.02","",""
"10/01/2021 03:00:00 - 10/01/2021 04:00:00","BZN|RO","Without Sequence","160.00","",""
"10/01/2021 04:00:00 - 10/01/2021 05:00:00","BZN|RO","Without Sequence","160.00","",""
"10/01/2021 05:00:00 - 10/01/2021 06:00:00","BZN|RO","Without Sequence","170.64","",""
"10/01/2021 06:00:00 - 10/01/2021 07:00:00","BZN|RO","Without Sequence","176.89","",""
"10/01/2021 07:00:00 - 10/01/2021 08:00:00","BZN|RO","Without Sequence","185.35","",""
"10/01/2021 08:00:00 - 10/01/2021 09:00:00","BZN|RO","Without Sequence","218.19","",""
"10/01/2021 09:00:00 - 10/01/2021 10:00:00","BZN|RO","Without Sequence","245.96","",""
"10/01/2021 10:00:00 - 10/01/2021 11:00:00","BZN|RO","Without Sequence","252.53","",""
"10/01/2021 11:00:00 - 10/01/2021 12:00:00","BZN|RO","Without Sequence","268.00","",""
"10/01/2021 12:00:00 - 10/01/2021 13:00:00","BZN|RO","Without Sequence","262.17","",""
"10/01/2021 13:00:00 - 10/01/2021 14:00:00","BZN|RO","Without Sequence","247.77","",""
"10/01/2021 14:00:00 - 10/01/2021 15:00:00","BZN|RO","Without Sequence","243.52","",""
"10/01/2021 15:00:00 - 10/01/2021 16:00:00","BZN|RO","Without Sequence","243.50","",""
"10/01/2021 16:00:00 - 10/01/2021 17:00:00","BZN|RO","Without Sequence","266.75","",""
"10/01/2021 17:00:00 - 10/01/2021 18:00:00","BZN|RO","Without Sequence","298.07","",""
"10/01/2021 18:00:00 - 10/01/2021 19:00:00","BZN|RO","Without Sequence","298.80","",""
"10/01/2021 19:00:00 - 10/01/2021 20:00:00","BZN|RO","Without Sequence","291.96","",""
"10/01/2021 20:00:00 - 10/01/2021 21:00:00","BZN|RO","Without Sequence","273.56","",""
"10/01/2021 21:00:00 - 10/01/2021 22:00:00","BZN|RO","Without Sequence","249.95","",""
"10/01/2021 22:00:00 - 10/01/2021 23:00:00","BZN|RO","Without Sequence","209.00","",""
"10/01/2021 23:00:00 - 11/01/2021 00:00:00","BZN|RO","Without Sequence","40.00","",""
"11/01/2021 00:00:00 - 11/01/2021 01:00:00","BZN|RO","Without Sequence","160.04","",""
"11/01/2021 01:00:00 - 11/01/2021 02:00:00","BZN|RO","Without Sequence","139.00","",""
"11/01/2021 02:00:00 - 11/01/2021 03:00:00","BZN|RO","Without Sequence","120.04","",""
"11/01/2021 03:00:00 - 11/01/2021 04:00:00","BZN|RO","Without Sequence","93.89","",""
"11/01/2021 04:00:00 - 11/01/2021 05:00:00","BZN|RO","Without Sequence","135.61","",""
"11/01/2021 05:00:00 - 11/01/2021 06:00:00","BZN|RO","Without Sequence","172.56","",""
"11/01/2021 06:00:00 - 11/01/2021 07:00:00","BZN|RO","Without Sequence","245.96","",""
"11/01/2021 07:00:00 - 11/01/2021 08:00:00","BZN|RO","Without Sequence","278.00","",""
"11/01/2021 08:00:00 - 11/01/2021 09:00:00","BZN|RO","Without Sequence","319.84","",""
"11/01/2021 09:00:00 - 11/01/2021 10:00:00","BZN|RO","Without Sequence","325.75","",""
"11/01/2021 10:00:00 - 11/01/2021 11:00:00","BZN|RO","Without Sequence","318.82","",""
"11/01/2021 11:00:00 - 11/01/2021 12:00:00","BZN|RO","Without Sequence","299.84","",""
"11/01/2021 12:00:00 - 11/01/2021 13:00:00","BZN|RO","Without Sequence","297.09","",""
"11/01/2021 13:00:00 - 11/01/2021 14:00:00","BZN|RO","Without Sequence","297.00","",""
"11/01/2021 14:00:00 - 11/01/2021 15:00:00","BZN|RO","Without Sequence","292.79","",""
"11/01/2021 15:00:00 - 11/01/2021 16:00:00","BZN|RO","Without Sequence","317.37","",""
"11/01/2021 16:00:00 - 11/01/2021 17:00:00","BZN|RO","Without Sequence","351.00","",""
"11/01/2021 17:00:00 - 11/01/2021 18:00:00","BZN|RO","Without Sequence","378.30","",""
"11/01/2021 18:00:00 - 11/01/2021 19:00:00","BZN|RO","Without Sequence","336.94","",""
"11/01/2021 19:00:00 - 11/01/2021 20:00:00","BZN|RO","Without Sequence","314.98","",""
"11/01/2021 20:00:00 - 11/01/2021 21:00:00","BZN|RO","Without Sequence","287.53","",""
"11/01/2021 21:00:00 - 11/01/2021 22:00:00","BZN|RO","Without Sequence","251.03","",""
"11/01/2021 22:00:00 - 11/01/2021 23:00:00","BZN|RO","Without Sequence","245.96","",""
"11/01/2021 23:00:00 - 12/01/2021 00:00:00","BZN|RO","Without Sequence","204.43","",""
"12/01/2021 00:00:00 - 12/01/2021 01:00:00","BZN|RO","Without Sequence","201.61","",""
"12/01/2021 01:00:00 - 12/01/2021 02:00:00","BZN|RO","Without Sequence","180.00","",""
"12/01/2021 02:00:00 - 12/01/2021 03:00:00","BZN|RO","Without Sequence","160.67","",""
"12/01/2021 03:00:00 - 12/01/2021 04:00:00","BZN|RO","Without Sequence","160.00","",""
"12/01/2021 04:00:00 - 12/01/2021 05:00:00","BZN|RO","Without Sequence","170.58","",""
"12/01/2021 05:00:00 - 12/01/2021 06:00:00","BZN|RO","Without Sequence","210.89","",""
"12/01/2021 06:00:00 - 12/01/2021 07:00:00","BZN|RO","Without Sequence","269.03","",""
"12/01/2021 07:00:00 - 12/01/2021 08:00:00","BZN|RO","Without Sequence","339.77","",""
"12/01/2021 08:00:00 - 12/01/2021 09:00:00","BZN|RO","Without Sequence","375.92","",""
"12/01/2021 09:00:00 - 12/01/2021 10:00:00","BZN|RO","Without Sequence","390.29","",""
"12/01/2021 10:00:00 - 12/01/2021 11:00:00","BZN|RO","Without Sequence","352.19","",""
"12/01/2021 11:00:00 - 12/01/2021 12:00:00","BZN|RO","Without Sequence","343.32","",""
"12/01/2021 12:00:00 - 12/01/2021 13:00:00","BZN|RO","Without Sequence","333.36","",""
