"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (RON/MWh)","Intraday Period (CET/CEST)","Intraday Price (RON/MWh)"
"02/01/2020 09:00:00 - 02/01/2020 10:00:00","BZN|RO","Without Sequence","215.40","",""
"02/01/2020 10:00:00 - 02/01/2020 11:00:00","BZN|RO","Without Sequence","202.00","",""
"02/01/2020 11:00:00 - 02/01/2020 12:00:00","BZN|RO","Without Sequence","202.00","",""
"02/01/2020 12:00:00 - 02/01/2020 13:00:00","BZN|RO","Without Sequence","198.29","",""
"02/01/2020 13:00:00 - 02/01/2020 14:00:00","BZN|RO","Without Sequence","202.00","",""
"02/01/2020 14:00:00 - 02/01/2020 15:00:00","BZN|RO","Without Sequence","239.00","",""
"02/01/2020 15:00:00 - 02/01/2020 16:00:00","BZN|RO","Without Sequence","251.00","",""
"02/01/2020 16:00:00 - 02/01/2020 17:00:00","BZN|RO","Without Sequence","290.00","",""
"02/01/2020 17:00:00 - 02/01/2020 18:00:00","BZN|RO","Without Sequence","278.00","",""
"02/01/2020 18:00:00 - 02/01/2020 19:00:00","BZN|RO","Without Sequence","250.48","",""
"02/01/2020 19:00:00 - 02/01/2020 20:00:00","BZN|RO","Without Sequence","230.00","",""
"02/01/2020 20:00:00 - 02/01/2020 21:00:00","BZN|RO","Without Sequence","216.07","",""
"02/01/2020 21:00:00 - 02/01/2020 22:00:00","BZN|RO","Without Sequence","230.00","",""
"02/01/2020 22:00:00 - 02/01/2020 23:00:00","BZN|RO","Without Sequence","251.19","",""
"02/01/2020 23:00:00 - 03/01/2020 00:00:00","BZN|RO","Without Sequence","214.66","",""
"03/01/2020 00:00:00 - 03/01/2020 01:00:00","BZN|RO","Without Sequence","192.31","",""
"03/01/2020 01:00:00 - 03/01/2020 02:00:00","BZN|RO","Without Sequence","182.74","",""
"03/01/2020 02:00:00 - 03/01/2020 03:00:00","BZN|RO","Without Sequence","162.25","",""
"03/01/2020 03:00:00 - 03/01/2020 04:00:00","BZN|RO","Without Sequence","140.00","",""
"03/01/2020 04:00:00 - 03/01/2020 05:00:00","BZN|RO","Without Sequence","140.01","",""
"03/01/2020 05:00:00 - 03/01/2020 06:00:00","BZN|RO","Without Sequence","178.35","",""
"03/01/2020 06:00:00 - 03/01/2020 07:00:00","BZN|RO","Without Sequence","205.45","",""
"03/01/2020 07:00:00 - 03/01/2020 08:00:00","BZN|RO","Without Sequence","225.38","",""
"03/01/2020 08:00:00 - 03/01/2020 09:00:00","BZN|RO","Without Sequence","231.14","",""
"03/01/2020 09:00:00 - 03/01/2020 10:00:00","BZN|RO","Without Sequence","234.95","",""
"03/01/2020 10:00:00 - 03/01/2020 11:00:00","BZN|RO","Without Sequence","230.23","",""
"03/01/2020 11:00:00 - 03/01/2020 12:00:00","BZN|RO","Without Sequence","230.00","",""
"03/01/2020 12:00:00 - 03/01/2020 13:00:00","BZN|RO","Without Sequence","246.18","",""
"03/01/2020 13:00:00 - 03/01/2020 14:00:00","BZN|RO","Without Sequence","245.20","",""
"03/01/2020 14:00:00 - 03/01/2020 15:00:00","BZN|RO","Without Sequence","262.90","",""
"03/01/2020 15:00:00 - 03/01/2020 16:00:00","BZN|RO","Without Sequence","286.99","",""
"03/01/2020 16:00:00 - 03/01/2020 17:00:00","BZN|RO","Without Sequence","369.13","",""
"03/01/2020 17:00:00 - 03/01/2020 18:00:00","BZN|RO","Without Sequence","387.35","",""
"03/01/2020 18:00:00 - 03/01/2020 19:00:00","BZN|RO","Without Sequence","345.88","",""
"03/01/2020 19:00:00 - 03/01/2020 20:00:00","BZN|RO","Without Sequence","348.59","",""
"03/01/2020 20:00:00 - 03/01/2020 21:00:00","BZN|RO","Without Sequence","282.13","",""
"03/01/2020 21:00:00 - 03/01/2020 22:00:00","BZN|RO","Without Sequence","250.00","",""
"03/01/2020 22:00:00 - 03/01/2020 23:00:00","BZN|RO","Without Sequence","256.21","",""
"03/01/2020 23:00:00 - 04/01/2020 00:00:00","BZN|RO","Without Sequence","238.91","",""
"04/01/2020 00:00:00 - 04/01/2020 01:00:00","BZN|RO","Without Sequence","186.36","",""
"04/01/2020 01:00:00 - 04/01/2020 02:00:00","BZN|RO","Without Sequence","166.13","",""
"04/01/2020 02:00:00 - 04/01/2020 03:00:00","BZN|RO","Without Sequence","160.99","",""
"04/01/2020 03:00:00 - 04/01/2020 04:00:00","BZN|RO","Without Sequence","140.00","",""
"04/01/2020 04:00:00 - 04/01/2020 05:00:00","BZN|RO","Without Sequence","140.60","",""
"04/01/2020 05:00:00 - 04/01/2020 06:00:00","BZN|RO","Without Sequence","159.38","",""
"04/01/2020 06:00:00 - 04/01/2020 07:00:00","BZN|RO","Without Sequence","184.54","",""
"04/01/2020 07:00:00 - 04/01/2020 08:00:00","BZN|RO","Without Sequence","196.03","",""
"04/01/2020 08:00:00 - 04/01/2020 09:00:00","BZN|RO","Without Sequence","213.12","",""
"04/01/2020 09:00:00 - 04/01/2020 10:00:00","BZN|RO","Without Sequence","211.33","",""
"04/01/2020 10:00:00 - 04/01/2020 11:00:00","BZN|RO","Without Sequence","206.19","",""
"04/01/2020 11:00:00 - 04/01/2020 12:00:00","BZN|RO","Without Sequence","202.00","",""
"04/01/2020 12:00:00 - 04/01/2020 13:00:00","BZN|RO","Without Sequence","202.00","",""
"04/01/2020 13:00:00 - 04/01/2020 14:00:00","BZN|RO","Without Sequence","198.34","",""
"04/01/2020 14:00:00 - 04/01/2020 15:00:00","BZN|RO","Without Sequence","199.37","",""
"04/01/2020 15:00:00 - 04/01/2020 16:00:00","BZN|RO","Without Sequence","215.47","",""
"04/01/2020 16:00:00 - 04/01/2020 17:00:00","BZN|RO","Without Sequence","230.00","",""
"04/01/2020 17:00:00 - 04/01/2020 18:00:00","BZN|RO","Without Sequence","239.00","",""
"04/01/2020 18:00:00 - 04/01/2020 19:00:00","BZN|RO","Without Sequence","230.00","",""
"04/01/2020 19:00:00 - 04/01/2020 20:00:00","BZN|RO","Without Sequence","236.20","",""
"04/01/2020 20:00:00 - 04/01/2020 21:00:00","BZN|RO","Without Sequence","223.50","",""
"04/01/2020 21:00:00 - 04/01/2020 22:00:00","BZN|RO","Without Sequence","202.00","",""
"04/01/2020 22:00:00 - 04/01/2020 23:00:00","BZN|RO","Without Sequence","190.25","",""
"04/01/2020 23:00:00 - 05/01/2020 00:00:00","BZN|RO","Without Sequence","163.02","",""
"05/01/2020 00:00:00 - 05/01/2020 01:00:00","BZN|RO","Without Sequence","159.87","",""
"05/01/2020 01:00:00 - 05/01/2020 02:00:00","BZN|RO","Without Sequence","151.87","",""
"05/01/2020 02:00:00 - 05/01/2020 03:00:00","BZN|RO","Without Sequence","145.18","",""
"05/01/2020 03:00:00 - 05/01/2020 04:00:00","BZN|RO","Without Sequence","140.00","",""
"05/01/2020 04:00:00 - 05/01/2020 05:00:00","BZN|RO","Without Sequence","148.00","",""
"05/01/2020 05:00:00 - 05/01/2020 06:00:00","BZN|RO","Without Sequence","154.69","",""
"05/01/2020 06:00:00 - 05/01/2020 07:00:00","BZN|RO","Without Sequence","178.00","",""
"05/01/2020 07:00:00 - 05/01/2020 08:00:00","BZN|RO","Without Sequence","178.37","",""
"05/01/2020 08:00:00 - 05/01/2020 09:00:00","BZN|RO","Without Sequence","187.00","",""
"05/01/2020 09:00:00 - 05/01/2020 10:00:00","BZN|RO","Without Sequence","206.92","",""
"05/01/2020 10:00:00 - 05/01/2020 11:00:00","BZN|RO","Without Sequence","215.43","",""
"05/01/2020 11:00:00 - 05/01/2020 12:00:00","BZN|RO","Without Sequence","190.02","",""
"05/01/2020 12:00:00 - 05/01/2020 13:00:00","BZN|RO","Without Sequence","187.13","",""
"05/01/2020 13:00:00 - 05/01/2020 14:00:00","BZN|RO","Without Sequence","169.36","",""
"05/01/2020 14:00:00 - 05/01/2020 15:00:00","BZN|RO","Without Sequence","168.89","",""
"05/01/2020 15:00:00 - 05/01/2020 16:00:00","BZN|RO","Without Sequence","174.91","",""
"05/01/2020 16:00:00 - 05/01/2020 17:00:00","BZN|RO","Without Sequence","195.25","",""
"05/01/2020 17:00:00 - 05/01/2020 18:00:00","BZN|RO","Without Sequence","214.75","",""
"05/01/2020 18:00:00 - 05/01/2020 19:00:00","BZN|RO","Without Sequence","217.83","",""
"05/01/2020 19:00:00 - 05/01/2020 20:00:00","BZN|RO","Without Sequence","215.02","",""
"05/01/2020 20:00:00 - 05/01/2020 21:00:00","BZN|RO","Without Sequence","203.85","",""
"05/01/2020 21:00:00 - 05/01/2020 22:00:00","BZN|RO","Without Sequence","182.67","",""
"05/01/2020 22:00:00 - 05/01/2020 23:00:00","BZN|RO","Without Sequence","171.56","",""
"05/01/2020 23:00:00 - 06/01/2020 00:00:00","BZN|RO","Without Sequence","147.38","",""
"06/01/2020 00:00:00 - 06/01/2020 01:00:00","BZN|RO","Without Sequence","153.31","",""
"06/01/2020 01:00:00 - 06/01/2020 02:00:00","BZN|RO","Without Sequence","143.94","",""
"06/01/2020 02:00:00 - 06/01/2020 03:00:00","BZN|RO","Without Sequence","138.64","",""
"06/01/2020 03:00:00 - 06/01/2020 04:00:00","BZN|RO","Without Sequence","136.78","",""
"06/01/2020 04:00:00 - 06/01/2020 05:00:00","BZN|RO","Without Sequence","135.10","",""
"06/01/2020 05:00:00 - 06/01/2020 06:00:00","BZN|RO","Without Sequence","146.95","",""
"06/01/2020 06:00:00 - 06/01/2020 07:00:00","BZN|RO","Without Sequence","172.47","",""
"06/01/2020 07:00:00 - 06/01/2020 08:00:00","BZN|RO","Without Sequence","212.57","",""
"06/01/2020 08:00:00 - 06/01/2020 09:00:00","BZN|RO","Without Sequence","224.23","",""
"06/01/2020 09:00:00 - 06/01/2020 10:00:00","BZN|RO","Without Sequence","218.30","",""
"06/01/2020 10:00:00 - 06/01/2020 11:00:00","BZN|RO","Without Sequence","215.05","",""
"06/01/2020 11:00:00 - 06/01/2020 12:00:00","BZN|RO","Without Sequence","215.16","",""
"06/01/2020 12:00:00 - 06/01/2020 13:00:00","BZN|RO","Without Sequence","211.71","",""
"06/01/2020 13:00:00 - 06/01/2020 14:00:00","BZN|RO","Without Sequence","211.23","",""
"06/01/2020 14:00:00 - 06/01/2020 15:00:00","BZN|RO","Without Sequence","209.47","",""
"06/01/2020 15:00:00 - 06/01/2020 16:00:00","BZN|RO","Without Sequence","215.53","",""
"06/01/2020 16:00:00 - 06/01/2020 17:00:00","BZN|RO","Without Sequence","224.61","",""
"06/01/2020 17:00:00 - 06/01/2020 18:00:00","BZN|RO","Without Sequence","234.94","",""
"06/01/2020 18:00:00 - 06/01/2020 19:00:00","BZN|RO","Without Sequence","233.83","",""
"06/01/2020 19:00:00 - 06/01/2020 20:00:00","BZN|RO","Without Sequence","229.39","",""
"06/01/2020 20:00:00 - 06/01/2020 21:00:00","BZN|RO","Without Sequence","210.75","",""
"06/01/2020 21:00:00 - 06/01/2020 22:00:00","BZN|RO","Without Sequence","192.59","",""
"06/01/2020 22:00:00 - 06/01/2020 23:00:00","BZN|RO","Without Sequence","160.00","",""
"06/01/2020 23:00:00 - 07/01/2020 00:00:00","BZN|RO","Without Sequence","148.00","",""
"07/01/2020 00:00:00 - 07/01/2020 01:00:00","BZN|RO","Without Sequence","150.00","",""
"07/01/2020 01:00:00 - 07/01/2020 02:00:00","BZN|RO","Without Sequence","140.00","",""
"07/01/2020 02:00:00 - 07/01/2020 03:00:00","BZN|RO","Without Sequence","140.00","",""
"07/01/2020 03:00:00 - 07/01/2020 04:00:00","BZN|RO","Without Sequence","139.93","",""
"07/01/2020 04:00:00 - 07/01/2020 05:00:00","BZN|RO","Without Sequence","143.41","",""
"07/01/2020 05:00:00 - 07/01/2020 06:00:00","BZN|RO","Without Sequence","160.17","",""
"07/01/2020 06:00:00 - 07/01/2020 07:00:00","BZN|RO","Without Sequence","220.54","",""
"07/01/2020 07:00:00 - 07/01/2020 08:00:00","BZN|RO","Without Sequence","248.50","",""
"07/01/2020 08:00:00 - 07/01/2020 09:00:00","BZN|RO","Without Sequence","254.94","",""
"07/01/2020 09:00:00 - 07/01/2020 10:00:00","BZN|RO","Without Sequence","253.72","",""
"07/01/2020 10:00:00 - 07/01/2020 11:00:00","BZN|RO","Without Sequence","248.29","",""
"07/01/2020 11:00:00 - 07/01/2020 12:00:00","BZN|RO","Without Sequence","248.00","",""
"07/01/2020 12:00:00 - 07/01/2020 13:00:00","BZN|RO","Without Sequence","243.99","",""
"07/01/2020 13:00:00 - 07/01/2020 14:00:00","BZN|RO","Without Sequence","239.00","",""
"07/01/2020 14:00:00 - 07/01/2020 15:00:00","BZN|RO","Without Sequence","253.09","",""
"07/01/2020 15:00:00 - 07/01/2020 16:00:00","BZN|RO","Without Sequence","270.94","",""
"07/01/2020 16:00:00 - 07/01/2020 17:00:00","BZN|RO","Without Sequence","301.07","",""
"07/01/2020 17:00:00 - 07/01/2020 18:00:00","BZN|RO","Without Sequence","324.73","",""
"07/01/2020 18:00:00 - 07/01/2020 19:00:00","BZN|RO","Without Sequence","297.00","",""
"07/01/2020 19:00:00 - 07/01/2020 20:00:00","BZN|RO","Without Sequence","278.00","",""
"07/01/2020 20:00:00 - 07/01/2020 21:00:00","BZN|RO","Without Sequence","262.59","",""
"07/01/2020 21:00:00 - 07/01/2020 22:00:00","BZN|RO","Without Sequence","240.09","",""
"07/01/2020 22:00:00 - 07/01/2020 23:00:00","BZN|RO","Without Sequence","220.12","",""
"07/01/2020 23:00:00 - 08/01/2020 00:00:00","BZN|RO","Without Sequence","197.37","",""
"08/01/2020 00:00:00 - 08/01/2020 01:00:00","BZN|RO","Without Sequence","208.81","",""
"08/01/2020 01:00:00 - 08/01/2020 02:00:00","BZN|RO","Without Sequence","160.00","",""
"08/01/2020 02:00:00 - 08/01/2020 03:00:00","BZN|RO","Without Sequence","158.01","",""
"08/01/2020 03:00:00 - 08/01/2020 04:00:00","BZN|RO","Without Sequence","153.03","",""
"08/01/2020 04:00:00 - 08/01/2020 05:00:00","BZN|RO","Without Sequence","165.30","",""
"08/01/2020 05:00:00 - 08/01/2020 06:00:00","BZN|RO","Without Sequence","200.00","",""
"08/01/2020 06:00:00 - 08/01/2020 07:00:00","BZN|RO","Without Sequence","248.16","",""
"08/01/2020 07:00:00 - 08/01/2020 08:00:00","BZN|RO","Without Sequence","298.98","",""
"08/01/2020 08:00:00 - 08/01/2020 09:00:00","BZN|RO","Without Sequence","334.19","",""
"08/01/2020 09:00:00 - 08/01/2020 10:00:00","BZN|RO","Without Sequence","314.90","",""
"08/01/2020 10:00:00 - 08/01/2020 11:00:00","BZN|RO","Without Sequence","286.35","",""
"08/01/2020 11:00:00 - 08/01/2020 12:00:00","BZN|RO","Without Sequence","280.34","",""
"08/01/2020 12:00:00 - 08/01/2020 13:00:00","BZN|RO","Without Sequence","286.72","",""
"08/01/2020 13:00:00 - 08/01/2020 14:00:00","BZN|RO","Without Sequence","278.00","",""
"08/01/2020 14:00:00 - 08/01/2020 15:00:00","BZN|RO","Without Sequence","278.00","",""
"08/01/2020 15:00:00 - 08/01/2020 16:00:00","BZN|RO","Without Sequence","312.28","",""
"08/01/2020 16:00:00 - 08/01/2020 17:00:00","BZN|RO","Without Sequence","353.13","",""
"08/01/2020 17:00:00 - 08/01/2020 18:00:00","BZN|RO","Without Sequence","400.83","",""
"08/01/2020 18:00:00 - 08/01/2020 19:00:00","BZN|RO","Without Sequence","382.25","",""
"08/01/2020 19:00:00 - 08/01/2020 20:00:00","BZN|RO","Without Sequence","350.00","",""
"08/01/2020 20:00:00 - 08/01/2020 21:00:00","BZN|RO","Without Sequence","349.00","",""
"08/01/2020 21:00:00 - 08/01/2020 22:00:00","BZN|RO","Without Sequence","315.69","",""
"08/01/2020 22:00:00 - 08/01/2020 23:00:00","BZN|RO","Without Sequence","261.18","",""
"08/01/2020 23:00:00 - 09/01/2020 00:00:00","BZN|RO","Without Sequence","224.59","",""
"09/01/2020 00:00:00 - 09/01/2020 01:00:00","BZN|RO","Without Sequence","248.00","",""
"09/01/2020 01:00:00 - 09/01/2020 02:00:00","BZN|RO","Without Sequence","211.97","",""
"09/01/2020 02:00:00 - 09/01/2020 03:00:00","BZN|RO","Without Sequence","193.54","",""
"09/01/2020 03:00:00 - 09/01/2020 04:00:00","BZN|RO","Without Sequence","178.45","",""
"09/01/2020 04:00:00 - 09/01/2020 05:00:00","BZN|RO","Without Sequence","191.00","",""
"09/01/2020 05:00:00 - 09/01/2020 06:00:00","BZN|RO","Without Sequence","233.97","",""
"09/01/2020 06:00:00 - 09/01/2020 07:00:00","BZN|RO","Without Sequence","287.00","",""
"09/01/2020 07:00:00 - 09/01/2020 08:00:00","BZN|RO","Without Sequence","349.00","",""
"09/01/2020 08:00:00 - 09/01/2020 09:00:00","BZN|RO","Without Sequence","342.32","",""
"09/01/2020 09:00:00 - 09/01/2020 10:00:00","BZN|RO","Without Sequence","342.32","",""
"09/01/2020 10:00:00 - 09/01/2020 11:00:00","BZN|RO","Without Sequence","338.88","",""
"09/01/2020 11:00:00 - 09/01/2020 12:00:00","BZN|RO","Without Sequence","334.35","",""
"09/01/2020 12:00:00 - 09/01/2020 13:00:00","BZN|RO","Without Sequence","336.86","",""
"09/01/2020 13:00:00 - 09/01/2020 14:00:00","BZN|RO","Without Sequence","330.44","",""
"09/01/2020 14:00:00 - 09/01/2020 15:00:00","BZN|RO","Without Sequence","343.80","",""
"09/01/2020 15:00:00 - 09/01/2020 16:00:00","BZN|RO","Without Sequence","342.32","",""
"09/01/2020 16:00:00 - 09/01/2020 17:00:00","BZN|RO","Without Sequence","387.18","",""
"09/01/2020 17:00:00 - 09/01/2020 18:00:00","BZN|RO","Without Sequence","382.43","",""
"09/01/2020 18:00:00 - 09/01/2020 19:00:00","BZN|RO","Without Sequence","339.00","",""
"09/01/2020 19:00:00 - 09/01/2020 20:00:00","BZN|RO","Without Sequence","330.47","",""
"09/01/2020 20:00:00 - 09/01/2020 21:00:00","BZN|RO","Without Sequence","310.42","",""
"09/01/2020 21:00:00 - 09/01/2020 22:00:00","BZN|RO","Without Sequence","278.00","",""
"09/01/2020 22:00:00 - 09/01/2020 23:00:00","BZN|RO","Without Sequence","272.22","",""
"09/01/2020 23:00:00 - 10/01/2020 00:00:00","BZN|RO","Without Sequence","239.00","",""
"10/01/2020 00:00:00 - 10/01/2020 01:00:00","BZN|RO","Without Sequence","257.77","",""
"10/01/2020 01:00:00 - 10/01/2020 02:00:00","BZN|RO","Without Sequence","248.00","",""
"10/01/2020 02:00:00 - 10/01/2020 03:00:00","BZN|RO","Without Sequence","219.77","",""
"10/01/2020 03:00:00 - 10/01/2020 04:00:00","BZN|RO","Without Sequence","213.22","",""
"10/01/2020 04:00:00 - 10/01/2020 05:00:00","BZN|RO","Without Sequence","223.94","",""
"10/01/2020 05:00:00 - 10/01/2020 06:00:00","BZN|RO","Without Sequence","268.00","",""
"10/01/2020 06:00:00 - 10/01/2020 07:00:00","BZN|RO","Without Sequence","373.80","",""
"10/01/2020 07:00:00 - 10/01/2020 08:00:00","BZN|RO","Without Sequence","499.00","",""
"10/01/2020 08:00:00 - 10/01/2020 09:00:00","BZN|RO","Without Sequence","473.16","",""
"10/01/2020 09:00:00 - 10/01/2020 10:00:00","BZN|RO","Without Sequence","449.25","",""
"10/01/2020 10:00:00 - 10/01/2020 11:00:00","BZN|RO","Without Sequence","387.87","",""
"10/01/2020 11:00:00 - 10/01/2020 12:00:00","BZN|RO","Without Sequence","342.28","",""
"10/01/2020 12:00:00 - 10/01/2020 13:00:00","BZN|RO","Without Sequence","334.77","",""
"10/01/2020 13:00:00 - 10/01/2020 14:00:00","BZN|RO","Without Sequence","315.60","",""
"10/01/2020 14:00:00 - 10/01/2020 15:00:00","BZN|RO","Without Sequence","342.12","",""
"10/01/2020 15:00:00 - 10/01/2020 16:00:00","BZN|RO","Without Sequence","364.67","",""
"10/01/2020 16:00:00 - 10/01/2020 17:00:00","BZN|RO","Without Sequence","473.43","",""
"10/01/2020 17:00:00 - 10/01/2020 18:00:00","BZN|RO","Without Sequence","473.11","",""
"10/01/2020 18:00:00 - 10/01/2020 19:00:00","BZN|RO","Without Sequence","449.29","",""
"10/01/2020 19:00:00 - 10/01/2020 20:00:00","BZN|RO","Without Sequence","424.54","",""
"10/01/2020 20:00:00 - 10/01/2020 21:00:00","BZN|RO","Without Sequence","406.30","",""
"10/01/2020 21:00:00 - 10/01/2020 22:00:00","BZN|RO","Without Sequence","286.82","",""
"10/01/2020 22:00:00 - 10/01/2020 23:00:00","BZN|RO","Without Sequence","276.80","",""
"10/01/2020 23:00:00 - 11/01/2020 00:00:00","BZN|RO","Without Sequence","242.72","",""
"11/01/2020 00:00:00 - 11/01/2020 01:00:00","BZN|RO","Without Sequence","232.56","",""
"11/01/2020 01:00:00 - 11/01/2020 02:00:00","BZN|RO","Without Sequence","209.31","",""
"11/01/2020 02:00:00 - 11/01/2020 03:00:00","BZN|RO","Without Sequence","192.02","",""
"11/01/2020 03:00:00 - 11/01/2020 04:00:00","BZN|RO","Without Sequence","183.27","",""
"11/01/2020 04:00:00 - 11/01/2020 05:00:00","BZN|RO","Without Sequence","183.97","",""
"11/01/2020 05:00:00 - 11/01/2020 06:00:00","BZN|RO","Without Sequence","197.00","",""
"11/01/2020 06:00:00 - 11/01/2020 07:00:00","BZN|RO","Without Sequence","210.00","",""
"11/01/2020 07:00:00 - 11/01/2020 08:00:00","BZN|RO","Without Sequence","231.38","",""
"11/01/2020 08:00:00 - 11/01/2020 09:00:00","BZN|RO","Without Sequence","260.53","",""
"11/01/2020 09:00:00 - 11/01/2020 10:00:00","BZN|RO","Without Sequence","268.00","",""
"11/01/2020 10:00:00 - 11/01/2020 11:00:00","BZN|RO","Without Sequence","262.43","",""
"11/01/2020 11:00:00 - 11/01/2020 12:00:00","BZN|RO","Without Sequence","248.42","",""
"11/01/2020 12:00:00 - 11/01/2020 13:00:00","BZN|RO","Without Sequence","235.00","",""
"11/01/2020 13:00:00 - 11/01/2020 14:00:00","BZN|RO","Without Sequence","217.84","",""
"11/01/2020 14:00:00 - 11/01/2020 15:00:00","BZN|RO","Without Sequence","230.00","",""
"11/01/2020 15:00:00 - 11/01/2020 16:00:00","BZN|RO","Without Sequence","242.83","",""
"11/01/2020 16:00:00 - 11/01/2020 17:00:00","BZN|RO","Without Sequence","286.29","",""
"11/01/2020 17:00:00 - 11/01/2020 18:00:00","BZN|RO","Without Sequence","311.00","",""
"11/01/2020 18:00:00 - 11/01/2020 19:00:00","BZN|RO","Without Sequence","301.12","",""
"11/01/2020 19:00:00 - 11/01/2020 20:00:00","BZN|RO","Without Sequence","286.59","",""
"11/01/2020 20:00:00 - 11/01/2020 21:00:00","BZN|RO","Without Sequence","282.46","",""
"11/01/2020 21:00:00 - 11/01/2020 22:00:00","BZN|RO","Without Sequence","235.00","",""
"11/01/2020 22:00:00 - 11/01/2020 23:00:00","BZN|RO","Without Sequence","209.07","",""
"11/01/2020 23:00:00 - 12/01/2020 00:00:00","BZN|RO","Without Sequence","189.66","",""
"12/01/2020 00:00:00 - 12/01/2020 01:00:00","BZN|RO","Without Sequence","197.00","",""
"12/01/2020 01:00:00 - 12/01/2020 02:00:00","BZN|RO","Without Sequence","171.84","",""
"12/01/2020 02:00:00 - 12/01/2020 03:00:00","BZN|RO","Without Sequence","146.48","",""
"12/01/2020 03:00:00 - 12/01/2020 04:00:00","BZN|RO","Without Sequence","140.01","",""
"12/01/2020 04:00:00 - 12/01/2020 05:00:00","BZN|RO","Without Sequence","130.99","",""
"12/01/2020 05:00:00 - 12/01/2020 06:00:00","BZN|RO","Without Sequence","137.84","",""
"12/01/2020 06:00:00 - 12/01/2020 07:00:00","BZN|RO","Without Sequence","152.89","",""
"12/01/2020 07:00:00 - 12/01/2020 08:00:00","BZN|RO","Without Sequence","174.83","",""
"12/01/2020 08:00:00 - 12/01/2020 09:00:00","BZN|RO","Without Sequence","191.31","",""
"12/01/2020 09:00:00 - 12/01/2020 10:00:00","BZN|RO","Without Sequence","191.21","",""
"12/01/2020 10:00:00 - 12/01/2020 11:00:00","BZN|RO","Without Sequence","186.80","",""
"12/01/2020 11:00:00 - 12/01/2020 12:00:00","BZN|RO","Without Sequence","197.47","",""
"12/01/2020 12:00:00 - 12/01/2020 13:00:00","BZN|RO","Without Sequence","188.84","",""
